ano;Cod_Mun;n_fam_rua;pes_rf_ate_meio_sm;pes_insc_cadun;perc_rf_ate_meio_sm;Pes_PBF;Fam_PBF;MapSeq;F_CAD_EP;Fam_Aux;Fam_PBF_Aux;Fam_PBF_2;MapSeq_Aux;PCD_BPC;Ido_BPC;Pop_65_mais;Pop_2020;65_menos_Idoso_BPC
2020;3531704;0;1185;1373;86,3;666.8333333333334;196.66666666666666;3.0;170.75;;196.66666666666666;;;69.83333333333333;148.16666666666666;582.0;4465.0;433.8333333333333
2018;3531803;27;20434;23547;86,8;13962.0;4853.583333333333;2.0;4968.25;;4853.583333333333;;;441.9166666666667;519.0;4709.0;59614.0;4190.0
2019;3531803;36;20196;23936;84,4;13223.25;4747.333333333333;2.0;5263.25;;4747.333333333333;;;467.5833333333333;527.0833333333334;4709.0;59614.0;4181.916666666667
2020;3531803;44;20019;23201;86,3;11834.666666666666;4223.75;2.0;5600.5;;4223.75;;;483.6666666666667;584.1666666666666;4709.0;59614.0;4124.833333333333
2018;3531902;21;7576;8965;84,5;4913.25;1684.3333333333333;3.0;1585.4166666666667;;1684.3333333333333;;;350.5833333333333;137.41666666666666;2664.0;32332.0;2526.5833333333335
2019;3531902;34;7279;8709;83,6;4550.416666666667;1588.6666666666667;3.0;1564.4166666666667;;1588.6666666666667;;;362.5833333333333;137.75;2664.0;32332.0;2526.25
2020;3531902;26;7433;8822;84,3;4073.0;1392.0;3.0;1532.75;;1392.0;;;362.3333333333333;134.16666666666666;2664.0;32332.0;2529.8333333333335
2018;3532009;7;2893;5400;53,6;1103.3333333333333;324.1666666666667;4.0;198.5;;324.1666666666667;;;101.66666666666667;96.16666666666667;1341.0;13247.0;1244.8333333333333
2019;3532009;7;3011;5390;55,9;1042.8333333333333;312.3333333333333;4.0;210.58333333333334;;312.3333333333333;;;108.33333333333333;100.25;1341.0;13247.0;1240.75
2020;3532009;9;2957;4678;63,2;1095.8333333333333;321.3333333333333;4.0;231.58333333333334;;321.3333333333333;;;105.91666666666667;113.41666666666667;1341.0;13247.0;1227.5833333333333
2018;3532058;0;875;988;88,6;556.5;162.41666666666666;3.5833333333333335;125.41666666666667;;162.41666666666666;;;19.166666666666668;7.083333333333333;492.0;4638.0;484.9166666666667
2019;3532058;0;912;1058;86,2;525.6666666666666;153.83333333333334;4.0;128.83333333333334;;153.83333333333334;;;16.416666666666668;6.416666666666667;492.0;4638.0;485.5833333333333
2020;3532058;0;983;1090;90,2;553.3333333333334;167.83333333333334;3.25;150.58333333333334;;167.83333333333334;;;12.583333333333334;6.833333333333333;492.0;4638.0;485.1666666666667
2018;3532108;0;1654;2276;72,7;1012.6666666666666;345.0833333333333;2.0;372.1666666666667;;345.0833333333333;;;51.75;33.75;725.0;4281.0;691.25
2019;3532108;0;1616;2247;71,9;1019.6666666666666;356.25;2.0;382.25;;356.25;;;48.583333333333336;33.833333333333336;725.0;4281.0;691.1666666666666
2020;3532108;0;1518;2032;74,7;901.75;315.5833333333333;2.75;380.6666666666667;;315.5833333333333;;;40.666666666666664;31.25;725.0;4281.0;693.75
2018;3532157;0;958;1121;85,5;448.4166666666667;148.25;3.0;135.25;;148.25;;;31.416666666666668;22.583333333333332;264.0;3071.0;241.41666666666666
2019;3532157;1;914;1100;83,1;428.5;142.25;3.0;135.33333333333334;;142.25;;;28.666666666666668;21.916666666666668;264.0;3071.0;242.08333333333334
2020;3532157;1;885;1033;85,7;454.75;144.66666666666666;3.0;143.0;;144.66666666666666;;;25.583333333333332;19.25;264.0;3071.0;244.75
2018;3532207;0;1338;1920;69,7;507.0833333333333;152.08333333333334;3.75;83.75;;152.08333333333334;;;47.5;36.666666666666664;434.0;4841.0;397.3333333333333
2019;3532207;0;1323;2024;65,4;405.1666666666667;123.91666666666667;4.0;61.333333333333336;;123.91666666666667;;;46.5;35.583333333333336;434.0;4841.0;398.4166666666667
2020;3532207;0;1356;1893;71,6;406.8333333333333;121.25;4.0;61.666666666666664;;121.25;;;44.333333333333336;33.416666666666664;434.0;4841.0;400.5833333333333
2018;3532306;0;2060;2264;91;1207.8333333333333;362.25;3.0;248.33333333333334;;362.25;;;62.5;96.16666666666667;1053.0;6698.0;956.8333333333334
2019;3532306;2;1971;2254;87,4;1143.4166666666667;347.75;3.0;250.58333333333334;;347.75;;;65.16666666666667;94.5;1053.0;6698.0;958.5
2020;3532306;2;1977;2274;86,9;1203.75;366.3333333333333;3.0;245.5;;366.3333333333333;;;60.333333333333336;98.5;1053.0;6698.0;954.5
2018;3532405;3;5269;6048;87,1;3380.0833333333335;1052.5833333333333;3.0;1015.6666666666666;;1052.5833333333333;;;163.75;134.16666666666666;2077.0;18445.0;1942.8333333333333
2019;3532405;3;5397;6258;86,2;3269.9166666666665;1049.6666666666667;3.0;1036.3333333333333;;1049.6666666666667;;;164.75;141.25;2077.0;18445.0;1935.75
2020;3532405;4;5492;6183;88,8;3335.9166666666665;1061.1666666666667;3.0;1075.0833333333333;;1061.1666666666667;;;162.75;155.91666666666666;2077.0;18445.0;1921.0833333333333
2018;3532504;0;1951;2833;68,9;1147.4166666666667;402.6666666666667;3.0;346.75;;402.6666666666667;;;106.0;97.58333333333333;1437.0;8620.0;1339.4166666666667
2019;3532504;0;1950;2852;68,4;1109.0833333333333;399.8333333333333;3.0;384.5;;399.8333333333333;;;106.66666666666667;99.41666666666667;1437.0;8620.0;1337.5833333333333
2020;3532504;0;2054;2874;71,5;987.0833333333334;351.9166666666667;3.0;425.4166666666667;;351.9166666666667;;;104.08333333333333;105.33333333333333;1437.0;8620.0;1331.6666666666667
2018;3532603;0;1710;2486;68,8;784.9166666666666;249.66666666666666;4.0;182.33333333333334;;249.66666666666666;;;331.4166666666667;131.08333333333334;1799.0;10782.0;1667.9166666666667
2019;3532603;1;1784;2685;66,4;857.9166666666666;281.75;4.0;250.83333333333334;;281.75;;;325.9166666666667;131.75;1799.0;10782.0;1667.25
2020;3532603;1;1805;2674;67,5;906.0;296.1666666666667;4.0;293.5833333333333;;296.1666666666667;;;316.8333333333333;142.91666666666666;1799.0;10782.0;1656.0833333333333
2018;3532702;0;1461;1712;85,3;865.1666666666666;283.75;3.0;272.8333333333333;;283.75;;;48.75;18.25;482.0;4969.0;463.75
2019;3532702;2;1509;1740;86,7;961.1666666666666;340.0833333333333;2.8333333333333335;365.3333333333333;;340.0833333333333;;;51.333333333333336;16.333333333333332;482.0;4969.0;465.6666666666667
2020;3532702;3;1527;1717;88,9;822.1666666666666;292.75;3.0;388.6666666666667;;292.75;;;53.083333333333336;17.833333333333332;482.0;4969.0;464.1666666666667
2018;3532801;0;1496;1952;76,6;646.8333333333334;201.75;4.0;160.08333333333334;;201.75;;;49.416666666666664;45.416666666666664;840.0;6450.0;794.5833333333334
2019;3532801;1;1484;1939;76,5;567.0;183.16666666666666;4.0;152.33333333333334;;183.16666666666666;;;54.416666666666664;47.083333333333336;840.0;6450.0;792.9166666666666
2020;3532801;1;1388;1743;79,6;601.25;179.0;4.0;129.5;;179.0;;;50.0;51.416666666666664;840.0;6450.0;788.5833333333334
2018;3532827;1;4651;5138;90,5;2972.0;961.0833333333334;1.3333333333333333;892.0833333333334;;961.0833333333334;;;88.41666666666667;34.583333333333336;651.0;9675.0;616.4166666666666
2019;3532827;1;4464;5022;88,9;2736.9166666666665;912.4166666666666;1.5833333333333333;887.75;;912.4166666666666;;;87.91666666666667;38.416666666666664;651.0;9675.0;612.5833333333334
2020;3532827;3;4400;4920;89,4;2757.1666666666665;910.25;2.0;925.5833333333334;;910.25;;;91.33333333333333;38.333333333333336;651.0;9675.0;612.6666666666666
2018;3532843;1;543;909;59,7;260.8333333333333;86.66666666666667;3.0;72.25;;86.66666666666667;;;19.166666666666668;4.666666666666667;405.0;1937.0;400.3333333333333
2019;3532843;0;481;835;57,6;215.16666666666666;76.16666666666667;3.3333333333333335;71.0;;76.16666666666667;;;18.583333333333332;6.5;405.0;1937.0;398.5
2020;3532843;0;477;777;61,4;235.33333333333334;85.58333333333333;3.1666666666666665;80.83333333333333;;85.58333333333333;;;16.666666666666668;7.333333333333333;405.0;1937.0;397.6666666666667
2018;3532868;0;269;372;72,3;127.58333333333333;40.75;4.0;23.833333333333332;;40.75;;;0.75;0.0;153.0;1176.0;153.0
2019;3532868;0;298;408;73;141.33333333333334;43.833333333333336;3.5833333333333335;35.583333333333336;;43.833333333333336;;;0.0;0.3333333333333333;153.0;1176.0;152.66666666666666
2020;3532868;0;308;423;72,8;136.41666666666666;43.666666666666664;3.25;34.333333333333336;;43.666666666666664;;;0.0;1.5833333333333333;153.0;1176.0;151.41666666666666
2018;3532900;0;2717;3966;68,5;1443.5;470.1666666666667;3.0;432.6666666666667;;470.1666666666667;;;45.833333333333336;33.75;979.0;10749.0;945.25
2019;3532900;1;2743;4041;67,9;1376.3333333333333;466.6666666666667;3.0;402.25;;466.6666666666667;;;43.416666666666664;31.083333333333332;979.0;10749.0;947.9166666666666
2020;3532900;1;2715;3846;70,6;1161.5;378.5;3.0;297.4166666666667;;378.5;;;43.333333333333336;31.833333333333332;979.0;10749.0;947.1666666666666
2018;3533007;34;3728;4625;80,6;1884.1666666666667;605.5833333333334;4.0;500.8333333333333;;605.5833333333334;;;227.25;180.83333333333334;2416.0;20918.0;2235.1666666666665
2019;3533007;34;3860;4923;78,4;1924.25;651.0833333333334;4.0;561.5;;651.0833333333334;;;238.08333333333334;191.5;2416.0;20918.0;2224.5
2020;3533007;31;4107;5166;79,5;1993.0833333333333;665.25;4.0;606.5833333333334;;665.25;;;237.58333333333334;208.16666666666666;2416.0;20918.0;2207.8333333333335
2018;3533106;0;703;926;75,9;398.3333333333333;136.08333333333334;3.0;124.33333333333333;;136.08333333333334;;;46.166666666666664;6.666666666666667;355.0;2191.0;348.3333333333333
2019;3533106;0;734;955;76,9;456.0;163.0;2.4166666666666665;167.58333333333334;;163.0;;;40.5;6.083333333333333;355.0;2191.0;348.9166666666667
2020;3533106;0;741;943;78,6;416.9166666666667;153.5;3.0;186.08333333333334;;153.5;;;41.083333333333336;7.0;355.0;2191.0;348.0
2018;3533205;1;1391;1542;90,2;849.6666666666666;294.9166666666667;2.0;368.9166666666667;;294.9166666666667;;;38.583333333333336;23.666666666666668;317.0;3731.0;293.3333333333333
2019;3533205;1;1490;1657;89,9;933.25;327.4166666666667;2.0;447.75;;327.4166666666667;;;37.166666666666664;23.416666666666668;317.0;3731.0;293.5833333333333
2020;3533205;2;1413;1547;91,3;923.25;320.9166666666667;2.0;471.5833333333333;;320.9166666666667;;;29.166666666666668;21.75;317.0;3731.0;295.25
2018;3533254;1;1395;1795;77,7;596.4166666666666;167.41666666666666;4.0;126.25;;167.41666666666666;;;34.916666666666664;22.5;438.0;5509.0;415.5
2019;3533254;1;1406;1919;73,3;557.9166666666666;168.16666666666666;4.0;147.08333333333334;;168.16666666666666;;;32.333333333333336;23.416666666666668;438.0;5509.0;414.5833333333333
2020;3533254;1;1435;1871;76,7;579.3333333333334;173.0;4.0;162.25;;173.0;;;30.25;21.416666666666668;438.0;5509.0;416.5833333333333
2018;3533304;0;962;1417;67,9;540.4166666666666;183.58333333333334;3.0;177.91666666666666;;183.58333333333334;;;50.166666666666664;16.916666666666668;423.0;4044.0;406.0833333333333
2019;3533304;0;952;1329;71,6;490.9166666666667;166.66666666666666;3.0;169.91666666666666;;166.66666666666666;;;45.083333333333336;18.416666666666668;423.0;4044.0;404.5833333333333
2020;3533304;0;1029;1331;77,3;443.25;151.25;3.0;196.16666666666666;;151.25;;;41.166666666666664;19.0;423.0;4044.0;404.0
2018;3533403;29;5697;7287;78,2;2922.75;866.5;4.0;614.5;;866.5;;;204.16666666666666;419.0;5743.0;58039.0;5324.0
2019;3533403;39;5850;7615;76,8;2880.5833333333335;901.1666666666666;4.0;758.8333333333334;;901.1666666666666;;;212.75;403.9166666666667;5743.0;58039.0;5339.083333333333
2020;3533403;34;5753;7358;78,2;3143.1666666666665;995.5;4.0;864.6666666666666;;995.5;;;226.75;414.5;5743.0;58039.0;5328.5
2018;3533502;2;6185;8408;73,6;2761.25;871.6666666666666;4.0;398.4166666666667;;871.6666666666666;;;428.5;486.4166666666667;4809.0;38954.0;4322.583333333333
2019;3533502;4;6539;8870;73,7;2510.0;825.5833333333334;4.0;509.3333333333333;;825.5833333333334;;;434.75;471.75;4809.0;38954.0;4337.25
2020;3533502;8;6630;8759;75,7;2792.3333333333335;935.4166666666666;4.0;681.0;;935.4166666666666;;;434.75;467.6666666666667;4809.0;38954.0;4341.333333333333
2018;3533601;1;1431;1651;86,7;763.5833333333334;228.41666666666666;4.0;213.58333333333334;;228.41666666666666;;;88.08333333333333;21.666666666666668;857.0;7268.0;835.3333333333334
2019;3533601;2;1414;1663;85;716.8333333333334;225.58333333333334;4.0;235.58333333333334;;225.58333333333334;;;83.08333333333333;20.333333333333332;857.0;7268.0;836.6666666666666
2020;3533601;2;1502;1784;84,2;785.5833333333334;239.58333333333334;4.0;270.0833333333333;;239.58333333333334;;;82.83333333333333;20.0;857.0;7268.0;837.0
2018;3533700;0;1454;1624;89,5;957.0;278.3333333333333;2.75;281.1666666666667;;278.3333333333333;;;69.08333333333333;52.25;559.0;4146.0;506.75
2019;3533700;0;1412;1589;88,9;875.25;265.3333333333333;3.0;302.9166666666667;;265.3333333333333;;;67.0;54.166666666666664;559.0;4146.0;504.8333333333333
2020;3533700;1;1437;1582;90,8;776.5;238.33333333333334;3.0;322.6666666666667;;238.33333333333334;;;63.833333333333336;49.0;559.0;4146.0;510.0
2018;3533809;0;682;797;85,6;344.0833333333333;99.83333333333333;3.0833333333333335;87.0;;99.83333333333333;;;18.916666666666668;8.416666666666666;427.0;2527.0;418.5833333333333
2019;3533809;0;683;809;84,4;345.75;105.91666666666667;3.0;98.16666666666667;;105.91666666666667;;;19.166666666666668;11.166666666666666;427.0;2527.0;415.8333333333333
2020;3533809;0;721;821;87,8;356.8333333333333;110.25;3.0833333333333335;120.25;;110.25;;;18.0;14.166666666666666;427.0;2527.0;412.8333333333333
2018;3533908;40;11157;13647;81,8;5867.5;1984.3333333333333;3.0;1794.6666666666667;;1984.3333333333333;;;518.5;566.4166666666666;6781.0;52516.0;6214.583333333333
2019;3533908;38;11435;14297;80;5839.333333333333;2043.6666666666667;3.0;2126.6666666666665;;2043.6666666666667;;;536.8333333333334;571.5;6781.0;52516.0;6209.5
2020;3533908;42;12558;15192;82,7;5155.083333333333;1776.75;3.8333333333333335;2554.4166666666665;;1776.75;;;534.5833333333334;584.0833333333334;6781.0;52516.0;6196.916666666667
2018;3534005;0;937;1123;83,4;367.4166666666667;117.41666666666667;4.0;59.916666666666664;;117.41666666666667;;;30.75;19.5;414.0;4225.0;394.5
2019;3534005;0;949;1169;81,2;338.8333333333333;113.25;4.0;85.66666666666667;;113.25;;;27.333333333333332;17.916666666666668;414.0;4225.0;396.0833333333333
2020;3534005;1;961;1182;81,3;329.9166666666667;116.16666666666667;4.0;119.66666666666667;;116.16666666666667;;;24.333333333333332;19.583333333333332;414.0;4225.0;394.4166666666667
2018;3534104;2;1205;1395;86,4;799.9166666666666;256.5833333333333;3.0;212.25;;256.5833333333333;;;72.75;42.583333333333336;844.0;6265.0;801.4166666666666
2019;3534104;3;1135;1361;83,4;743.8333333333334;235.08333333333334;3.0;217.83333333333334;;235.08333333333334;;;67.75;39.916666666666664;844.0;6265.0;804.0833333333334
2020;3534104;2;1133;1373;82,5;745.5;231.25;3.0833333333333335;218.75;;231.25;;;65.5;43.083333333333336;844.0;6265.0;800.9166666666666
2018;3534203;0;795;1211;65,6;268.3333333333333;83.75;4.0;31.416666666666668;;83.75;;;24.0;34.583333333333336;495.0;6866.0;460.4166666666667
2019;3534203;0;770;1217;63,3;218.33333333333334;69.66666666666667;4.0;20.666666666666668;;69.66666666666667;;;24.75;34.0;495.0;6866.0;461.0
2020;3534203;0;656;986;66,5;228.5;71.08333333333333;4.0;18.833333333333332;;71.08333333333333;;;24.416666666666668;35.0;495.0;6866.0;460.0
2018;3534302;18;4971;6103;81,5;2600.1666666666665;751.0833333333334;4.0;473.3333333333333;;751.0833333333334;;;373.0833333333333;189.5;4545.0;42266.0;4355.5
2019;3534302;23;4986;6077;82;2634.4166666666665;805.5833333333334;4.0;613.0;;805.5833333333334;;;390.4166666666667;190.5;4545.0;42266.0;4354.5
2020;3534302;27;4991;5932;84,1;2780.1666666666665;858.9166666666666;4.0;698.8333333333334;;858.9166666666666;;;390.5;191.08333333333334;4545.0;42266.0;4353.916666666667
2018;3534401;399;131209;166532;78,8;77014.41666666667;23335.25;3.0833333333333335;18530.75;;23335.25;;;4491.75;5792.75;60794.0;680964.0;55001.25
2019;3534401;576;136145;175566;77,5;75921.75;24010.0;3.1666666666666665;21764.583333333332;;24010.0;;;4674.083333333333;5867.75;60794.0;680964.0;54926.25
2020;3534401;656;135836;169461;80,2;79922.25;25495.083333333332;3.25;23947.0;;25495.083333333332;;;4767.916666666667;6233.833333333333;60794.0;680964.0;54560.166666666664
2018;3534500;0;770;992;77,6;392.1666666666667;129.0;3.0;114.66666666666667;;129.0;;;30.666666666666668;24.916666666666668;464.0;2514.0;439.0833333333333
2019;3534500;0;745;977;76,3;381.25;126.33333333333333;3.0;113.25;;126.33333333333333;;;31.0;24.416666666666668;464.0;2514.0;439.5833333333333
2020;3534500;2;693;896;77,3;335.6666666666667;112.0;3.0;118.41666666666667;;112.0;;;30.25;26.083333333333332;464.0;2514.0;437.9166666666667
2018;3534609;4;7078;8831;80,1;3935.3333333333335;1235.9166666666667;3.0;1066.3333333333333;;1235.9166666666667;;;337.4166666666667;274.9166666666667;4760.0;31263.0;4485.083333333333
2019;3534609;14;6913;8843;78,2;3582.9166666666665;1160.9166666666667;3.0;1077.0;;1160.9166666666667;;;331.0;266.75;4760.0;31263.0;4493.25
2020;3534609;16;6794;8503;79,9;3653.25;1172.0;3.1666666666666665;1048.25;;1172.0;;;323.4166666666667;275.8333333333333;4760.0;31263.0;4484.166666666667
2018;3534708;136;15016;19333;77,7;7205.0;2251.8333333333335;4.0;1676.8333333333333;;2251.8333333333335;;;1162.0833333333333;977.25;13034.0;110489.0;12056.75
2019;3534708;164;15842;20341;77,9;7470.75;2439.1666666666665;4.0;2038.0;;2439.1666666666665;;;1142.5;988.1666666666666;13034.0;110489.0;12045.833333333334
2020;3534708;198;15665;19711;79,5;8434.666666666666;2772.75;4.0;2337.3333333333335;;2772.75;;;1119.25;1024.0833333333333;13034.0;110489.0;12009.916666666666
2018;3534757;2;2745;3558;77,2;1415.0;478.8333333333333;3.0;433.3333333333333;;478.8333333333333;;;158.91666666666666;78.66666666666667;1084.0;9777.0;1005.3333333333334
2019;3534757;2;2714;3631;74,7;1393.5833333333333;483.5833333333333;3.0;461.5;;483.5833333333333;;;155.5;76.5;1084.0;9777.0;1007.5
2020;3534757;5;2902;3828;75,8;1233.1666666666667;421.6666666666667;3.0;505.0833333333333;;421.6666666666667;;;163.25;81.66666666666667;1084.0;9777.0;1002.3333333333334
2018;3534807;2;3715;4320;86;2492.8333333333335;834.4166666666666;2.0;876.0;;834.4166666666666;;;152.41666666666666;36.0;944.0;8268.0;908.0
2019;3534807;2;3674;4335;84,8;2432.5;826.0833333333334;2.0;841.0833333333334;;826.0833333333334;;;152.58333333333334;31.666666666666668;944.0;8268.0;912.3333333333334
2020;3534807;2;3647;4197;86,9;2308.25;771.4166666666666;2.0;880.0833333333334;;771.4166666666666;;;154.25;32.166666666666664;944.0;8268.0;911.8333333333334
2018;3534906;0;1887;2560;73,7;1145.75;373.8333333333333;3.8333333333333335;266.4166666666667;;373.8333333333333;;;141.0;95.83333333333333;1724.0;13056.0;1628.1666666666667
2019;3534906;1;2059;2881;71,5;1092.1666666666667;347.9166666666667;4.0;275.75;;347.9166666666667;;;145.08333333333334;93.58333333333333;1724.0;13056.0;1630.4166666666667
2020;3534906;2;2120;2821;75,2;1164.1666666666667;372.0833333333333;4.0;312.8333333333333;;372.0833333333333;;;144.33333333333334;95.5;1724.0;13056.0;1628.5
2018;3535002;0;2003;2303;87;1375.5833333333333;487.4166666666667;3.0;407.0833333333333;;487.4166666666667;;;110.25;79.08333333333333;1624.0;12160.0;1544.9166666666667
2019;3535002;0;1982;2395;82,8;1299.0;467.25;3.1666666666666665;410.5;;467.25;;;111.91666666666667;81.41666666666667;1624.0;12160.0;1542.5833333333333
2020;3535002;0;2032;2445;83,1;1257.4166666666667;447.6666666666667;3.25;419.1666666666667;;447.6666666666667;;;116.91666666666667;85.0;1624.0;12160.0;1539.0
2018;3535101;0;1804;2359;76,5;772.5;228.41666666666666;4.0;106.41666666666667;;228.41666666666666;;;72.41666666666667;27.75;803.0;12997.0;775.25
2019;3535101;0;1804;2436;74,1;695.8333333333334;212.08333333333334;4.0;133.33333333333334;;212.08333333333334;;;72.75;27.916666666666668;803.0;12997.0;775.0833333333334
2020;3535101;0;1689;2175;77,7;758.4166666666666;225.41666666666666;4.0;140.5;;225.41666666666666;;;68.91666666666667;32.083333333333336;803.0;12997.0;770.9166666666666
2018;3535200;5;2169;2888;75,1;1200.8333333333333;388.9166666666667;3.0;357.8333333333333;;388.9166666666667;;;139.5;65.75;1559.0;9130.0;1493.25
2019;3535200;5;2067;2842;72,7;1072.3333333333333;347.75;3.3333333333333335;308.0;;347.75;;;144.25;63.25;1559.0;9130.0;1495.75
2020;3535200;4;1973;2667;74;1090.1666666666667;350.0;3.25;305.9166666666667;;350.0;;;145.58333333333334;60.833333333333336;1559.0;9130.0;1498.1666666666667
2018;3535309;5;5391;6475;83,3;3270.8333333333335;1113.0;3.0;958.5833333333334;;1113.0;;;254.16666666666666;216.83333333333334;3192.0;21599.0;2975.1666666666665
2019;3535309;6;5394;6500;83;2998.75;1035.75;3.0;934.6666666666666;;1035.75;;;253.66666666666666;215.91666666666666;3192.0;21599.0;2976.0833333333335
2020;3535309;4;5238;6184;84,7;3078.5;1062.6666666666667;3.0;974.0833333333334;;1062.6666666666667;;;249.66666666666666;215.0;3192.0;21599.0;2977.0
2018;3535408;8;5023;5608;89,6;3079.4166666666665;956.5833333333334;3.0;816.6666666666666;;956.5833333333334;;;240.16666666666666;121.75;1631.0;15199.0;1509.25
2019;3535408;11;4941;5578;88,6;3074.6666666666665;993.6666666666666;3.0;888.9166666666666;;993.6666666666666;;;252.91666666666666;122.16666666666667;1631.0;15199.0;1508.8333333333333
2020;3535408;13;4831;5438;88,8;2806.5833333333335;908.9166666666666;3.0;970.5833333333334;;908.9166666666666;;;250.41666666666666;128.91666666666666;1631.0;15199.0;1502.0833333333333
2018;3535507;19;13005;14999;86,7;8100.5;2657.9166666666665;3.0;2175.6666666666665;;2657.9166666666665;;;500.25;238.83333333333334;4912.0;44180.0;4673.166666666667
2019;3535507;25;12996;15147;85,8;7901.666666666667;2677.5;3.0;2356.9166666666665;;2677.5;;;480.3333333333333;256.75;4912.0;44180.0;4655.25
2020;3535507;28;12723;14505;87,7;7325.333333333333;2486.4166666666665;3.0;2598.0833333333335;;2486.4166666666665;;;464.1666666666667;249.91666666666666;4912.0;44180.0;4662.083333333333
2018;3535606;1;4898;5754;85,1;2583.5833333333335;737.4166666666666;3.0;367.8333333333333;;737.4166666666666;;;268.6666666666667;365.75;2100.0;18230.0;1734.25
2019;3535606;2;4678;5614;83,3;2265.4166666666665;655.1666666666666;3.1666666666666665;351.9166666666667;;655.1666666666666;;;249.91666666666666;358.25;2100.0;18230.0;1741.75
2020;3535606;3;5101;6023;84,7;2412.25;715.5;3.0;435.3333333333333;;715.5;;;235.83333333333334;353.5833333333333;2100.0;18230.0;1746.4166666666667
2018;3535705;1;1146;1402;81,7;678.25;208.66666666666666;4.0;176.75;;208.66666666666666;;;31.25;29.083333333333332;769.0;6269.0;739.9166666666666
2019;3535705;0;1208;1462;82,6;653.5833333333334;216.41666666666666;3.75;239.83333333333334;;216.41666666666666;;;33.75;29.916666666666668;769.0;6269.0;739.0833333333334
2020;3535705;0;1245;1494;83,3;554.0;184.25;4.0;256.1666666666667;;184.25;;;36.666666666666664;29.75;769.0;6269.0;739.25
2018;3535804;3;4511;5287;85,3;2669.1666666666665;904.5833333333334;3.0;772.1666666666666;;904.5833333333334;;;275.5;81.58333333333333;1776.0;19962.0;1694.4166666666667
2019;3535804;3;4444;5340;83,2;2461.5;832.5;3.0;703.5;;832.5;;;268.9166666666667;85.66666666666667;1776.0;19962.0;1690.3333333333333
2020;3535804;3;4293;5267;81,5;2460.5;819.1666666666666;3.0;733.8333333333334;;819.1666666666666;;;258.8333333333333;93.16666666666667;1776.0;19962.0;1682.8333333333333
2018;3535903;1;1345;1906;70,6;682.0833333333334;195.91666666666666;3.0;135.16666666666666;;195.91666666666666;;;59.5;27.416666666666668;556.0;3892.0;528.5833333333334
2019;3535903;1;1376;1898;72,5;681.5;198.66666666666666;3.0;144.16666666666666;;198.66666666666666;;;62.25;27.666666666666668;556.0;3892.0;528.3333333333334
2020;3535903;2;1327;1754;75,7;614.4166666666666;177.91666666666666;3.0;183.91666666666666;;177.91666666666666;;;63.5;24.416666666666668;556.0;3892.0;531.5833333333334
2018;3536000;1;3689;4359;84,6;2089.75;741.8333333333334;3.0;727.0;;741.8333333333334;;;152.16666666666666;117.83333333333333;1587.0;10507.0;1469.1666666666667
2019;3536000;3;3555;4371;81,3;1954.25;701.4166666666666;3.0;700.75;;701.4166666666666;;;156.75;115.75;1587.0;10507.0;1471.25
2020;3536000;4;3413;4139;82,5;1784.8333333333333;636.4166666666666;3.0;703.1666666666666;;636.4166666666666;;;159.91666666666666;116.33333333333333;1587.0;10507.0;1470.6666666666667
2018;3536109;1;1358;1680;80,8;603.3333333333334;162.5;4.0;98.5;;162.5;;;60.333333333333336;54.5;650.0;6392.0;595.5
2019;3536109;1;1302;1644;79,2;507.4166666666667;143.0;4.0;102.16666666666667;;143.0;;;65.58333333333333;55.0;650.0;6392.0;595.0
2020;3536109;1;1348;1683;80,1;544.5;148.08333333333334;4.0;115.66666666666667;;148.08333333333334;;;69.5;57.416666666666664;650.0;6392.0;592.5833333333334
2018;3536208;10;5600;6989;80,1;2772.25;834.1666666666666;3.0;491.6666666666667;;834.1666666666666;;;310.9166666666667;268.5;2084.0;19251.0;1815.5
2019;3536208;11;5596;7168;78,1;2591.4166666666665;805.0833333333334;3.0;560.0833333333334;;805.0833333333334;;;318.3333333333333;290.3333333333333;2084.0;19251.0;1793.6666666666667
2020;3536208;13;5529;6876;80,4;2730.25;841.6666666666666;3.0;591.5;;841.6666666666666;;;321.0833333333333;293.75;2084.0;19251.0;1790.25
2018;3536257;0;920;1231;74,7;500.8333333333333;165.41666666666666;2.1666666666666665;179.33333333333334;;165.41666666666666;;;29.083333333333332;21.333333333333332;316.0;2054.0;294.6666666666667
2019;3536257;0;856;1180;72,5;494.1666666666667;168.5;2.1666666666666665;196.5;;168.5;;;29.25;21.833333333333332;316.0;2054.0;294.1666666666667
2020;3536257;0;918;1206;76,1;431.5;145.33333333333334;3.0;202.75;;145.33333333333334;;;26.833333333333332;23.333333333333332;316.0;2054.0;292.6666666666667
2018;3536307;1;3032;3628;83,6;1382.8333333333333;374.25;4.0;223.16666666666666;;374.25;;;172.41666666666666;67.5;1516.0;14463.0;1448.5
2019;3536307;1;3349;3924;85,3;1451.0;413.3333333333333;4.0;292.8333333333333;;413.3333333333333;;;174.08333333333334;62.833333333333336;1516.0;14463.0;1453.1666666666667
2020;3536307;3;3445;3932;87,6;1668.5;488.25;3.25;364.8333333333333;;488.25;;;169.25;63.083333333333336;1516.0;14463.0;1452.9166666666667
2018;3536406;1;3025;3494;86,6;1795.9166666666667;591.3333333333334;2.0;611.8333333333334;;591.3333333333334;;;85.41666666666667;41.083333333333336;694.0;7146.0;652.9166666666666
