ano;cod_ibge;pes_rf_ate_meio_sm;pes_insc_cadun;perc_rf_ate_meio_sm
2018;3518859;1894;2147;88,2
2018;3518909;1539;1816;84,7
2018;3519006;2359;2697;87,5
2018;3519055;792;1056;75
2018;3519071;47177;55338;85,3
2018;3519105;2425;3137;77,3
2018;3519204;1825;2284;79,9
2018;3519253;2143;2539;84,4
2018;3519303;8159;8639;94,4
2018;3519402;2205;2730;80,8
2018;3519501;2867;3312;86,6
2018;3519600;10687;12998;82,2
2018;3519709;16507;18135;91
2018;3519808;1840;2468;74,6
2018;3519907;2657;3305;80,4
2018;3520004;6347;7077;89,7
2018;3520103;4939;5684;86,9
2018;3520202;3483;4042;86,2
2018;3520301;12642;14405;87,8
2018;3520400;4648;6469;71,9
2018;3520426;5415;7630;71
2018;3520442;3742;5385;69,5
2018;3520509;23037;31569;73
2018;3520608;1593;1961;81,2
2018;3520707;1283;1606;79,9
2018;3520806;807;1173;68,8
2018;3520905;3542;4213;84,1
2018;3521002;7449;8373;89
2018;3521101;1405;1686;83,3
2018;3521150;1314;1465;89,7
2018;3521200;2235;2635;84,8
2018;3521309;3466;5152;67,3
2018;3521408;2498;3372;74,1
2018;3521507;1869;2221;84,2
2018;3521606;1984;2395;82,8
2018;3521705;6781;8049;84,2
2018;3521804;6105;7119;85,8
2018;3521903;2609;3071;85
2018;3522000;846;1098;77
2018;3522109;37188;42237;88
2018;3522158;1340;1442;92,9
2018;3522208;31776;41347;76,9
2018;3522307;30724;36342;84,5
2018;3522406;23541;28346;83
2018;3522505;53849;60986;88,3
2018;3522604;9316;12329;75,6
2018;3522653;2416;2605;92,7
2018;3522703;3618;4462;81,1
2018;3522802;5249;6041;86,9
2018;3522901;2755;3111;88,6
2018;3523008;1988;2583;77
2018;3523107;94962;114420;83
2018;3523206;13598;16307;83,4
2018;3523305;5007;5669;88,3
2018;3523404;10786;13195;81,7
2018;3523503;4868;5706;85,3
2018;3523602;2792;3058;91,3
2018;3523701;2752;2993;91,9
2018;3523800;1941;2280;85,1
2018;3523909;29706;38396;77,4
2018;3524006;8374;9348;89,6
2018;3524105;6715;7910;84,9
2018;3524204;1692;2118;79,9
2018;3524303;14793;18269;81
2018;3524402;38353;45897;83,6
2018;3524501;1263;2056;61,4
2018;3524600;6212;7973;77,9
2018;3524709;7039;8604;81,8
2018;3524808;6221;8242;75,5
2018;3524907;1825;2156;84,6
2018;3525003;19792;25022;79,1
2018;3525102;7601;9104;83,5
2018;3525201;5838;6820;85,6
2018;3525300;17257;23803;72,5
2018;3525409;1239;1552;79,8
2018;3525508;2202;2797;78,7
2018;3525607;1176;1534;76,7
2018;3525706;4237;5755;73,6
2018;3525805;1726;1979;87,2
2018;3525854;575;692;83,1
2018;3525904;27070;34796;77,8
2018;3526001;4342;5290;82,1
2018;3526100;7045;8398;83,9
2018;3526209;12821;14671;87,4
2018;3526308;1704;1998;85,3
2018;3526407;6267;7590;82,6
2018;3526506;1254;1654;75,8
2018;3526605;2642;3009;87,8
2018;3526704;16301;22410;72,7
2018;3526803;7446;9685;76,9
2018;3526902;56939;69945;81,4
2018;3527009;1205;1422;84,7
2018;3527108;10103;12660;79,8
2018;3527207;18619;22078;84,3
2018;3527256;752;1260;59,7
2018;3527306;6707;7555;88,8
2018;3527405;4362;5180;84,2
2018;3527504;644;998;64,5
2018;3527603;3381;4010;84,3
2018;3527702;1796;2426;74
2018;3527801;1524;1900;80,2
2018;3527900;1022;1383;73,9
2018;3528007;2986;3801;78,6
2018;3528106;1761;2576;68,4
2018;3528205;992;1307;75,9
2018;3528304;793;1511;52,5
2018;3528403;9932;11131;89,2
2018;3528502;19458;24739;78,7
2018;3528601;2244;2812;79,8
2018;3528700;1629;2208;73,8
2018;3528809;3388;4414;76,8
2018;3528858;629;766;82,1
2018;3528908;1114;1695;65,7
2018;3529005;33858;44919;75,4
2018;3529104;680;1223;55,6
2018;3529203;5299;6628;79,9
2018;3529302;12258;15073;81,3
2018;3529401;49548;61351;80,8
2018;3529500;829;1247;66,5
2018;3529609;1111;1869;59,4
2018;3529658;488;703;69,4
2018;3529708;5917;6993;84,6
2018;3529807;3296;3782;87,1
2018;3529906;9993;11167;89,5
2018;3530003;697;1252;55,7
2018;3530102;4782;6316;75,7
2018;3530201;6200;9372;66,2
2018;3530300;8182;10578;77,3
2018;3530409;1145;1390;82,4
2018;3530508;11922;14580;81,8
2018;3530607;104530;117303;89,1
2018;3530706;20257;25812;78,5
2018;3530805;8958;11378;78,7
2018;3530904;1424;1632;87,3
2018;3531001;390;819;47,6
2018;3531100;17996;19750;91,1
2018;3531209;824;1090;75,6
2018;3531308;4449;5648;78,8
2018;3531407;4634;5686;81,5
2018;3531506;2910;3606;80,7
2018;3531605;1197;1481;80,8
2018;3531704;1273;1420;89,6
2018;3531803;20434;23547;86,8
2018;3531902;7576;8965;84,5
2018;3532009;2893;5400;53,6
2018;3532058;875;988;88,6
2018;3532108;1654;2276;72,7
2018;3532157;958;1121;85,5
2018;3532207;1338;1920;69,7
2018;3532306;2060;2264;91
2018;3532405;5269;6048;87,1
2018;3532504;1951;2833;68,9
2018;3532603;1710;2486;68,8
2018;3532702;1461;1712;85,3
2018;3532801;1496;1952;76,6
2018;3532827;4651;5138;90,5
2018;3532843;543;909;59,7
2018;3532868;269;372;72,3
2018;3532900;2717;3966;68,5
2018;3533007;3728;4625;80,6
2018;3533106;703;926;75,9
2018;3533205;1391;1542;90,2
2018;3533254;1395;1795;77,7
2018;3533304;962;1417;67,9
2018;3533403;5697;7287;78,2
2018;3533502;6185;8408;73,6
2018;3533601;1431;1651;86,7
2018;3533700;1454;1624;89,5
2018;3533809;682;797;85,6
2018;3533908;11157;13647;81,8
2018;3534005;937;1123;83,4
2018;3534104;1205;1395;86,4
2018;3534203;795;1211;65,6
2018;3534302;4971;6103;81,5
2018;3534401;131209;166532;78,8
2018;3534500;770;992;77,6
2018;3534609;7078;8831;80,1
2018;3534708;15016;19333;77,7
2018;3534757;2745;3558;77,2
2018;3534807;3715;4320;86
2018;3534906;1887;2560;73,7
2018;3535002;2003;2303;87
2018;3535101;1804;2359;76,5
2018;3535200;2169;2888;75,1
2018;3535309;5391;6475;83,3
2018;3535408;5023;5608;89,6
2018;3535507;13005;14999;86,7
2018;3535606;4898;5754;85,1
2018;3535705;1146;1402;81,7
2018;3535804;4511;5287;85,3
2018;3535903;1345;1906;70,6
2018;3536000;3689;4359;84,6
2018;3536109;1358;1680;80,8
2018;3536208;5600;6989;80,1
2018;3536257;920;1231;74,7
2018;3536307;3032;3628;83,6
2018;3536406;3025;3494;86,6
2018;3536505;18998;24342;78
2018;3536570;733;850;86,2
2018;3536604;1913;2440;78,4
2018;3536703;8860;10230;86,6
2018;3536802;1666;1927;86,5
2018;3536901;566;1182;47,9
2018;3537008;4542;5069;89,6
2018;3537107;5796;8963;64,7
2018;3537156;848;1165;72,8
2018;3537206;4531;5129;88,3
2018;3537305;8858;11019;80,4
2018;3537404;3774;4956;76,2
2018;3537503;1956;2439;80,2
2018;3537602;24806;28326;87,6
2018;3537701;1173;2177;53,9
2018;3537800;11322;13543;83,6
2018;3537909;6147;7474;82,2
2018;3538006;38161;44291;86,2
2018;3538105;2120;2811;75,4
2018;3538204;3744;4787;78,2
2018;3538303;1197;1455;82,3
2018;3538501;3790;4539;83,5
2018;3538600;6104;7130;85,6
2018;3538709;55415;71561;77,4
2018;3538808;6953;8084;86
2018;3538907;4107;5262;78,1
2018;3539004;1456;1793;81,2
2018;3539103;4592;5048;91
2018;3539202;4358;5709;76,3
2018;3539301;8272;10607;78
2018;3539400;2323;3062;75,9
2018;3539509;7078;8198;86,3
2018;3539608;1426;1941;73,5
2018;3539707;1414;1694;83,5
2018;3539806;30476;35978;84,7
2018;3539905;1534;2209;69,4
2018;3540002;3867;5965;64,8
2018;3540101;779;933;83,5
2018;3540200;8116;9729;83,4
2018;3540259;1458;1995;73,1
2018;3540309;617;1056;58,4
2018;3540408;1350;1848;73,1
2018;3540507;2159;2703;79,9
2018;3540606;7894;10423;75,7
2018;3540705;6888;8737;78,8
2018;3540754;5766;6656;86,6
2018;3540804;2890;3926;73,6
2018;3540853;774;884;87,6
2018;3540903;3700;4064;91
2018;3541000;37542;45308;82,9
2018;3541059;2720;3375;80,6
2018;3541109;953;1110;85,9
2018;3541208;2931;4019;72,9
2018;3541307;10824;14676;73,8
2018;3541406;33918;45593;74,4
2018;3541505;6270;7662;81,8
2018;3541604;7410;9118;81,3
2018;3541653;1416;1701;83,2
2018;3541703;3677;4271;86,1
2018;3541802;963;1236;77,9
2018;3541901;3202;4037;79,3
2018;3542008;1926;2248;85,7
2018;3542107;1621;1837;88,2
2018;3542206;6691;8358;80,1
2018;3542305;1569;1769;88,7
2018;3542404;3086;4215;73,2
2018;3542503;1019;1312;77,7
2018;3542602;17983;21169;84,9
2018;3542701;2755;3157;87,3
2018;3542800;1748;1924;90,9
2018;3542909;2426;2757;88
2018;3543006;9853;10721;91,9
2018;3543105;1685;1999;84,3
2018;3543204;1619;2238;72,3
2018;3543238;931;1252;74,4
2018;3543253;2865;3643;78,6
2018;3543303;14757;19569;75,4
2018;3543402;52156;66682;78,2
2018;3543501;2611;3060;85,3
2018;3543600;1032;1454;71
2018;3543709;2688;2983;90,1
2018;3543808;1645;2083;79
2018;3543907;22966;31691;72,5
2018;3544004;4110;4910;83,7
2018;3544103;11926;14337;83,2
2018;3544202;3043;3818;79,7
2018;3544251;4773;5990;79,7
2018;3544301;3532;4063;86,9
2018;3544400;1031;1473;70
2018;3544509;685;1045;65,6
2018;3544608;1759;2355;74,7
2018;3544707;907;1274;71,2
2018;3544806;1859;2359;78,8
2018;3544905;1788;2285;78,2
2018;3545001;5197;5685;91,4
2018;3545100;1720;2024;85
2018;3545159;703;867;81,1
2018;3545209;12846;17920;71,7
2018;3545308;9730;11593;83,9
2018;3545407;2758;3409;80,9
2018;3545506;1173;1419;82,7
2018;3545605;3065;4986;61,5
2018;3545704;1393;2891;48,2
2018;3545803;17628;23967;73,6
2018;3546009;4017;4722;85,1
2018;3546108;640;1029;62,2
2018;3546207;921;1259;73,2
2018;3546256;599;851;70,4
2018;3546306;4681;5363;87,3
2018;3546405;7170;8982;79,8
2018;3546504;2084;2395;87
2018;3546603;5152;6821;75,5
2018;3546702;2260;3004;75,2
2018;3546801;10894;12366;88,1
2018;3546900;1371;1798;76,3
2018;3547007;1808;2399;75,4
2018;3547106;1106;1417;78,1
2018;3547205;406;784;51,8
2018;3547304;21474;26070;82,4
2018;3547403;414;840;49,3
2018;3547502;4815;6491;74,2
2018;3547601;4041;5223;77,4
2018;3547650;405;778;52,1
2018;3547700;4502;5636;79,9
2018;3547809;106929;131640;81,2
2018;3547908;2385;2694;88,5
2018;3548005;5759;6746;85,4
2018;3548054;2427;3162;76,8
2018;3548104;1196;1736;68,9
2018;3548203;2160;2715;79,6
2018;3548302;854;1155;73,9
2018;3548401;1470;2411;61
2018;3548500;41881;53227;78,7
2018;3548609;3277;4255;77
2018;3548708;108469;128366;84,5
2018;3548807;7310;14101;51,8
2018;3548906;34538;40648;85
2018;3549003;850;1122;75,8
2018;3549102;9251;13250;69,8
2018;3549201;606;1188;51
2018;3549250;506;816;62
2018;3549300;634;909;69,7
2018;3549409;4569;5811;78,6
2018;3549508;3540;4017;88,1
2018;3549607;1927;2225;86,6
2018;3549706;9535;11074;86,1
2018;3549805;52116;69738;74,7
2018;3549904;120123;148030;81,1
2018;3549953;5110;5977;85,5
2018;3550001;3368;3866;87,1
2018;3550100;6073;8295;73,2
2018;3550209;7873;9632;81,7
2018;3550308;2436563;3134152;77,7
2018;3550407;6630;7386;89,8
2018;3550506;1975;2417;81,7
2018;3550605;12028;14581;82,5
2018;3550704;18043;20676;87,3
2018;3550803;1724;2392;72,1
2018;3550902;2726;3274;83,3
2018;3551009;47917;54244;88,3
2018;3551108;2329;2736;85,1
2018;3551207;1366;1670;81,8
2018;3551306;838;1619;51,8
2018;3551405;3531;3819;92,5
2018;3551504;9528;11016;86,5
2018;3551603;4126;4957;83,2
2018;3551702;19669;22906;85,9
2018;3551801;6164;7525;81,9
2018;3551900;4164;4786;87
2018;3552007;2331;2513;92,8
2018;3552106;6893;7869;87,6
2018;3552205;95441;113241;84,3
2018;3552304;1706;2813;60,6
2018;3552403;43185;56712;76,1
2018;3552502;74372;91954;80,9
2018;3552551;1294;2139;60,5
2018;3552601;2748;3418;80,4
2018;3552700;2991;3634;82,3
2018;3552809;55142;70346;78,4
2018;3552908;1843;2295;80,3
2018;3553005;3007;3506;85,8
2018;3553104;2367;2827;83,7
2018;3553203;1102;1380;79,9
2018;3553302;4882;5828;83,8
2018;3553401;6782;7684;88,3
2018;3553500;3093;3809;81,2
2018;3553609;2944;3396;86,7
2018;3553658;628;988;63,6
2018;3553708;12426;14528;85,5
2018;3553807;6305;7829;80,5
2018;3553856;3301;3672;89,9
2018;3553906;1649;2070;79,7
2018;3553955;4161;5389;77,2
2018;3554003;22399;25939;86,4
2018;3554102;43537;57002;76,4
2018;3554201;1918;2179;88
2018;3554300;7565;8985;84,2
2018;3554409;1550;2334;66,4
2018;3554508;6345;8760;72,4
2018;3554607;992;1355;73,2
2018;3554656;848;1066;79,5
2018;3554706;1889;2996;63,1
2018;3554755;646;691;93,5
2018;3554805;9242;10246;90,2
2018;3554904;1533;2526;60,7
2018;3554953;1899;2278;83,4
2018;3555000;11550;17184;67,2
2018;3555109;2380;3346;71,1
2018;3555208;466;798;58,4
2018;3555307;390;964;40,5
2018;3555356;1201;1389;86,5
2018;3555406;21988;24620;89,3
2018;3555505;1675;1917;87,4
2018;3555604;1839;2919;63
2018;3555703;411;639;64,3
2018;3555802;2281;2971;76,8
2018;3555901;385;450;85,6
2018;3556008;2759;3616;76,3
2018;3556107;3307;4371;75,7
2018;3556206;9708;11969;81,1
2018;3556305;4761;6098;78,1
2018;3556354;2315;2745;84,3
2018;3556404;5962;7676;77,7
2018;3556453;10434;12186;85,6
2018;3556503;14889;17061;87,3
2018;3556602;2666;3425;77,8
2018;3556701;6583;9111;72,3
2018;3556800;3932;9009;43,6
2018;3556909;1691;2225;76
2018;3556958;417;657;63,5
2018;3557006;16022;18806;85,2
2018;3557105;13346;18869;70,7
2018;3557154;764;1243;61,5
2018;3557204;3581;4187;85,5
2018;3557303;2217;2649;83,7
2017;3500105;3369;5270;63,9
2017;3500204;1035;1538;67,3
2017;3500303;10440;12551;83,2
2017;3500402;1273;1659;76,7
2017;3500501;2092;2507;83,4
2017;3500550;1694;1856;91,3
2017;3500600;287;314;91,4
2017;3500709;7841;10781;72,7
2017;3500758;1608;1905;84,4
2017;3500808;1295;1853;69,9
2017;3500907;985;1425;69,1
2017;3501004;4500;5736;78,5
2017;3501103;1027;1258;81,6
2017;3501152;3306;3762;87,9
2017;3501202;1540;2188;70,4
2017;3501301;7807;8738;89,3
2017;3501400;1582;1791;88,3
2017;3501509;1388;1516;91,6
2017;3501608;18978;25380;74,8
2017;3501707;4074;4752;85,7
2017;3501806;1950;2865;68,1
2017;3501905;7368;8889;82,9
2017;3502002;976;1059;92,2
2017;3502101;10133;13002;77,9
2017;3502200;5916;6837;86,5
2017;3502309;2304;2485;92,7
2017;3502408;1453;1847;78,7
2017;3502507;6358;6990;91
2017;3502606;1662;2190;75,9
2017;3502705;11752;13404;87,7
2017;3502754;5494;6062;90,6
2017;3502804;34835;47636;73,1
2017;3502903;6618;8080;81,9
2017;3503000;1350;1758;76,8
2017;3503109;2353;2665;88,3
2017;3503158;1244;1549;80,3
2017;3503208;28705;32173;89,2
2017;3503307;27369;36796;74,4
2017;3503356;1026;1121;91,5
2017;3503406;2127;2793;76,2
2017;3503505;1867;2039;91,6
2017;3503604;2567;2897;88,6
2017;3503703;1195;1571;76,1
2017;3503802;10058;12631;79,6
2017;3503901;24333;27133;89,7
2017;3503950;631;1043;60,5
2017;3504008;17273;20735;83,3
2017;3504107;22202;26005;85,4
2017;3504206;1473;1751;84,1
2017;3504305;1814;1989;91,2
2017;3504404;3353;3926;85,4
2017;3504503;17958;20726;86,6
2017;3504602;2581;3894;66,3
2017;3504701;501;573;87,4
2017;3504800;1654;2186;75,7
2017;3504909;4368;4993;87,5
2017;3505005;1520;1666;91,2
2017;3505104;2469;3023;81,7
2017;3505203;5081;5955;85,3
2017;3505302;5229;6307;82,9
2017;3505351;3840;4042;95
2017;3505401;3709;4482;82,8
2017;3505500;18322;23233;78,9
2017;3505609;9363;10619;88,2
2017;3505708;51015;55892;91,3
2017;3505807;3487;5197;67,1
2017;3505906;9655;11714;82,4
2017;3506003;70883;95876;73,9
2017;3506102;15694;18654;84,1
2017;3506201;866;1029;84,2
2017;3506300;3427;4209;81,4
2017;3506359;16041;18551;86,5
2017;3506409;1589;2378;66,8
2017;3506508;15694;21300;73,7
2017;3506607;11545;13302;86,8
2017;3506706;4115;4387;93,8
2017;3506805;2322;2926;79,4
2017;3506904;2493;2988;83,4
2017;3507001;9543;11452;83,3
2017;3507100;7110;7814;91
2017;3507159;2115;2306;91,7
2017;3507209;356;392;90,8
2017;3507308;1238;1380;89,7
2017;3507407;3458;4624;74,8
2017;3507456;1101;1649;66,8
2017;3507506;22533;25838;87,2
2017;3507605;29227;34330;85,1
2017;3507704;1376;1818;75,7
2017;3507753;1271;1480;85,9
2017;3507803;4503;5295;85
2017;3507902;4071;5168;78,8
2017;3508009;9089;9615;94,5
2017;3508108;4875;5275;92,4
2017;3508207;1253;1818;68,9
2017;3508306;1669;2364;70,6
2017;3508405;6923;8052;86
2017;3508504;15549;17905;86,8
2017;3508603;8707;9113;95,5
2017;3508702;7021;7967;88,1
2017;3508801;3403;4020;84,7
2017;3508900;1236;1747;70,7
2017;3509007;13016;16633;78,3
2017;3509106;2019;2228;90,6
2017;3509205;28034;30574;91,7
2017;3509254;11139;13307;83,7
2017;3509304;2908;3737;77,8
2017;3509403;5191;5740;90,4
2017;3509452;2334;2711;86,1
2017;3509502;180101;211351;85,2
2017;3509601;12713;14408;88,2
2017;3509700;10437;12075;86,4
2017;3509809;1631;1809;90,2
2017;3509908;4724;5465;86,4
2017;3509957;2462;2616;94,1
2017;3510005;6121;7217;84,8
2017;3510104;555;832;66,7
2017;3510153;1986;2191;90,6
2017;3510203;21861;24237;90,2
2017;3510302;6436;7365;87,4
2017;3510401;10388;11292;92
2017;3510500;33060;41162;80,3
2017;3510609;92621;106349;87,1
2017;3510708;2685;3652;73,5
2017;3510807;6334;7150;88,6
2017;3510906;944;1144;82,5
2017;3511003;5253;7280;72,2
2017;3511102;11009;14455;76,2
2017;3511201;1490;1896;78,6
2017;3511300;1537;2566;59,9
2017;3511409;4481;5269;85
2017;3511508;3462;4767;72,6
2017;3511607;3378;3776;89,5
2017;3511706;3730;4217;88,5
2017;3511904;1972;2463;80,1
2017;3512001;3779;4389;86,1
2017;3512100;2490;3515;70,8
2017;3512209;8433;9072;93
2017;3512308;4406;5124;86
2017;3512407;3209;4194;76,5
2017;3512506;1951;2922;66,8
2017;3512605;2221;2540;87,4
2017;3512704;882;974;90,6
2017;3512803;11038;13303;83
2017;3512902;1980;2540;78
2017;3513009;32565;39629;82,2
2017;3513108;7056;8153;86,5
2017;3513207;2366;2842;83,3
2017;3513306;4098;4199;97,6
2017;3513405;16494;18492;89,2
2017;3513504;23354;25821;90,4
2017;3513603;10586;11458;92,4
2017;3513702;5242;6564;79,9
2017;3513801;91904;104208;88,2
2017;3513850;527;720;73,2
2017;3513900;2909;3533;82,3
2017;3514007;2570;2853;90,1
2017;3514106;5996;6935;86,5
2017;3514205;548;760;72,1
2017;3514304;2154;2271;94,8
2017;3514403;6884;8888;77,5
2017;3514502;3387;4077;83,1
2017;3514601;1725;1910;90,3
2017;3514700;2546;2855;89,2
2017;3514809;7494;8106;92,5
2017;3514908;5152;5618;91,7
2017;3514924;843;969;87
2017;3514957;475;593;80,1
2017;3515004;69589;83793;83
2017;3515103;23911;28288;84,5
2017;3515129;1048;1336;78,4
2017;3515152;5217;6993;74,6
2017;3515186;4850;6145;78,9
2017;3515194;1405;1862;75,5
2017;3515202;1272;2555;49,8
2017;3515301;634;1002;63,3
2017;3515350;4644;5451;85,2
2017;3515400;3946;4953;79,7
2017;3515509;11211;14883;75,3
2017;3515608;1169;1318;88,7
2017;3515657;477;523;91,2
2017;3515707;36356;42007;86,5
2017;3515806;540;765;70,6
2017;3515905;785;1220;64,3
2017;3516002;3762;4497;83,7
2017;3516101;1325;1658;79,9
2017;3516200;47024;55590;84,6
2017;3516309;62821;68683;91,5
2017;3516408;35173;39695;88,6
2017;3516507;611;1179;51,8
2017;3516606;1732;2383;72,7
2017;3516705;10647;13069;81,5
2017;3516804;918;1432;64,1
2017;3516853;1213;1364;88,9
2017;3516903;2119;2795;75,8
2017;3517000;2383;2654;89,8
2017;3517109;1552;1848;84
2017;3517208;3036;3834;79,2
2017;3517307;2290;2694;85
2017;3517406;8568;10195;84
2017;3517505;2680;3729;71,9
2017;3517604;7848;9584;81,9
2017;3517703;5465;6162;88,7
2017;3517802;2246;3662;61,3
2017;3517901;2771;3080;90
2017;3518008;743;1253;59,3
2017;3518107;2454;2767;88,7
2017;3518206;5839;7385;79,1
2017;3518305;10405;12348;84,3
2017;3518404;18929;21033;90
2017;3518503;4079;5238;77,9
2017;3518602;7902;8815;89,6
2017;3518701;60043;68281;87,9
2017;3518800;287491;330586;87
2017;3518859;2017;2171;92,9
2017;3518909;1571;1789;87,8
2017;3519006;2941;3335;88,2
2017;3519055;978;1221;80,1
2017;3519071;48640;55366;87,9
2017;3519105;2573;3181;80,9
2017;3519204;2085;2455;84,9
2017;3519253;2370;2750;86,2
2017;3519303;7978;8216;97,1
2017;3519402;2421;2840;85,2
2017;3519501;3150;3924;80,3
2017;3519600;10547;12899;81,8
2017;3519709;17350;18621;93,2
2017;3519808;2076;2571;80,7
2017;3519907;2900;3547;81,8
2017;3520004;6503;7058;92,1
2017;3520103;4996;5672;88,1
2017;3520202;3878;4428;87,6
2017;3520301;12639;14078;89,8
2017;3520400;4542;5877;77,3
2017;3520426;5820;8379;69,5
2017;3520442;3940;5542;71,1
2017;3520509;25369;33843;75
2017;3520608;1751;2104;83,2
2017;3520707;1465;1778;82,4
2017;3520806;860;1257;68,4
2017;3520905;3701;4418;83,8
2017;3521002;7839;8980;87,3
2017;3521101;1534;1752;87,6
2017;3521150;1333;1471;90,6
2017;3521200;2270;2591;87,6
2017;3521309;3714;5372;69,1
2017;3521408;3014;4274;70,5
2017;3521507;1821;2135;85,3
2017;3521606;2023;2411;83,9
2017;3521705;6904;7854;87,9
2017;3521804;7129;8185;87,1
2017;3521903;2783;3276;85
2017;3522000;1017;1221;83,3
2017;3522109;38104;42489;89,7
2017;3522158;1386;1444;96
2017;3522208;32020;38762;82,6
2017;3522307;34035;38676;88
2017;3522406;26727;32037;83,4
2017;3522505;55477;61230;90,6
2017;3522604;12089;15619;77,4
2017;3522653;2391;2588;92,4
2017;3522703;4269;4958;86,1
2017;3522802;5627;6347;88,7
2017;3522901;2898;3292;88
2017;3523008;2179;2746;79,4
2017;3523107;104851;122353;85,7
2017;3523206;13873;16024;86,6
2017;3523305;5278;5755;91,7
2017;3523404;11711;13908;84,2
2017;3523503;4638;5180;89,5
2017;3523602;2761;2954;93,5
2017;3523701;2722;2958;92
2017;3523800;2210;2517;87,8
2017;3523909;34148;44681;76,4
2017;3524006;8163;9554;85,4
2017;3524105;7159;7972;89,8
2017;3524204;1856;2293;80,9
2017;3524303;15820;18146;87,2
2017;3524402;40657;47111;86,3
2017;3524501;1236;1798;68,7
2017;3524600;6357;7535;84,4
2017;3524709;8191;9998;81,9
2017;3524808;7654;9612;79,6
2017;3524907;1813;2181;83,1
2017;3525003;20864;24138;86,4
2017;3525102;7702;8925;86,3
2017;3525201;6058;6842;88,5
2017;3525300;19108;25108;76,1
2017;3525409;1238;1563;79,2
2017;3525508;2179;2708;80,5
2017;3525607;1211;1591;76,1
2017;3525706;4360;5741;75,9
2017;3525805;2012;2396;84
2017;3525854;634;739;85,8
2017;3525904;30598;37134;82,4
2017;3526001;4450;5380;82,7
2017;3526100;8388;9650;86,9
2017;3526209;13600;14915;91,2
2017;3526308;1739;2012;86,4
2017;3526407;6231;7131;87,4
2017;3526506;1485;1905;78
2017;3526605;2923;3224;90,7
2017;3526704;19489;27975;69,7
2017;3526803;7694;9446;81,5
2017;3526902;63825;79316;80,5
2017;3527009;1322;1514;87,3
2017;3527108;11244;13898;80,9
2017;3527207;20833;23563;88,4
2017;3527256;647;1095;59,1
2017;3527306;6756;7425;91
2017;3527405;4650;5438;85,5
2017;3527504;738;1138;64,9
2017;3527603;3591;4269;84,1
2017;3527702;1962;2321;84,5
2017;3527801;1660;2000;83
2017;3527900;1326;1678;79
2017;3528007;3080;3876;79,5
2017;3528106;1822;2593;70,3
2017;3528205;1169;1466;79,7
2017;3528304;866;1496;57,9
2017;3528403;11110;12074;92
2017;3528502;22626;27506;82,3
2017;3528601;2417;2638;91,6
2017;3528700;1467;2086;70,3
2017;3528809;3902;5017;77,8
2017;3528858;710;807;88
2017;3528908;1095;1572;69,7
2017;3529005;39740;49879;79,7
2017;3529104;699;1146;61
2017;3529203;5550;6855;81
2017;3529302;13629;16096;84,7
2017;3529401;56800;65635;86,5
2017;3529500;763;1168;65,3
2017;3529609;1216;1844;65,9
2017;3529658;610;897;68
2017;3529708;6576;7520;87,4
2017;3529807;3352;3737;89,7
2017;3529906;10925;11933;91,6
2017;3530003;710;1227;57,9
2017;3530102;5461;7058;77,4
2017;3530201;6633;10129;65,5
2017;3530300;8327;10233;81,4
2017;3530409;1119;1326;84,4
2017;3530508;12969;15229;85,2
2017;3530607;108771;119640;90,9
2017;3530706;22606;28277;79,9
2017;3530805;10735;13544;79,3
2017;3530904;1605;1742;92,1
2017;3531001;367;763;48,1
2017;3531100;19671;21275;92,5
2017;3531209;1134;1511;75
2017;3531308;5285;6340;83,4
2017;3531407;4768;5645;84,5
2017;3531506;3525;4158;84,8
2017;3531605;1312;1692;77,5
2017;3531704;1372;1475;93
2017;3531803;21075;24026;87,7
2017;3531902;8411;9850;85,4
2017;3532009;2554;3426;74,5
2017;3532058;1006;1106;91
2017;3532108;1764;2384;74
2017;3532157;1081;1240;87,2
2017;3532207;1397;1693;82,5
2017;3532306;2210;2391;92,4
2017;3532405;5623;6247;90
2017;3532504;2096;2691;77,9
2017;3532603;1758;2407;73
2017;3532702;1525;1739;87,7
2017;3532801;1518;1955;77,6
2017;3532827;4997;5393;92,7
2017;3532843;630;1016;62
2017;3532868;305;379;80,5
2017;3532900;2545;3099;82,1
2017;3533007;3706;4446;83,4
2017;3533106;620;768;80,7
2017;3533205;1397;1589;87,9
2017;3533254;1449;1862;77,8
2017;3533304;1052;1437;73,2
2017;3533403;6371;8157;78,1
2017;3533502;7034;9195;76,5
2017;3533601;1373;1501;91,5
2017;3533700;1704;1873;91
2017;3533809;798;921;86,6
2017;3533908;12005;14720;81,6
2017;3534005;1096;1280;85,6
2017;3534104;1417;1617;87,6
2017;3534203;906;1403;64,6
2017;3534302;5283;6452;81,9
2017;3534401;135816;165798;81,9
2017;3534500;797;1054;75,6
2017;3534609;7514;9311;80,7
2017;3534708;15778;19378;81,4
2017;3534757;3012;3783;79,6
2017;3534807;3747;4061;92,3
2017;3534906;2071;2630;78,7
2017;3535002;2110;2388;88,4
2017;3535101;2030;2623;77,4
2017;3535200;2429;3033;80,1
2017;3535309;5518;6344;87
2017;3535408;5125;5658;90,6
2017;3535507;13991;15986;87,5
2017;3535606;5672;6439;88,1
2017;3535705;1147;1428;80,3
2017;3535804;5327;6082;87,6
2017;3535903;1367;1929;70,9
2017;3536000;3976;4478;88,8
2017;3536109;1653;1970;83,9
