ano;cod_ibge;pes_rf_ate_meio_sm;pes_insc_cadun;perc_rf_ate_meio_sm
2022;3553906;2016;2584;78
2022;3553955;4728;6009;78,7
2022;3554003;27661;32150;86
2022;3554102;60435;81234;74,4
2022;3554201;1996;2256;88,5
2022;3554300;9234;11091;83,3
2022;3554409;1664;2303;72,3
2022;3554508;8333;11015;75,7
2022;3554607;1068;1411;75,7
2022;3554656;1115;1291;86,4
2022;3554706;2339;3517;66,5
2022;3554755;821;925;88,8
2022;3554805;12035;13790;87,3
2022;3554904;1899;2868;66,2
2022;3554953;2394;2915;82,1
2022;3555000;15634;21202;73,7
2022;3555109;3049;3977;76,7
2022;3555208;535;875;61,1
2022;3555307;435;825;52,7
2022;3555356;1452;1668;87,1
2022;3555406;33947;37764;89,9
2022;3555505;1973;2206;89,4
2022;3555604;2241;3405;65,8
2022;3555703;548;883;62,1
2022;3555802;2315;3479;66,5
2022;3555901;427;516;82,8
2022;3556008;2989;4142;72,2
2022;3556107;4435;5840;75,9
2022;3556206;13270;16085;82,5
2022;3556305;6429;8134;79
2022;3556354;2626;3332;78,8
2022;3556404;8433;11318;74,5
2022;3556453;10180;12540;81,2
2022;3556503;21006;24390;86,1
2022;3556602;3130;4191;74,7
2022;3556701;10496;13726;76,5
2022;3556800;5173;8924;58
2022;3556909;1909;2462;77,5
2022;3556958;562;839;67
2022;3557006;24077;27558;87,4
2022;3557105;21475;28729;74,8
2022;3557154;918;1481;62
2022;3557204;4006;4688;85,5
2022;3557303;2807;3279;85,6
2021;3500105;3992;6101;65,4
2021;3500204;1302;1910;68,2
2021;3500303;8864;10391;85,3
2021;3500402;1549;2284;67,8
2021;3500501;2841;3721;76,4
2021;3500550;2242;2560;87,6
2021;3500600;413;651;63,4
2021;3500709;6976;9151;76,2
2021;3500758;1530;1846;82,9
2021;3500808;1449;1844;78,6
2021;3500907;1060;1473;72
2021;3501004;5451;6809;80,1
2021;3501103;1032;1299;79,4
2021;3501152;3185;3699;86,1
2021;3501202;1076;1611;66,8
2021;3501301;7624;9071;84
2021;3501400;1757;2210;79,5
2021;3501509;1447;1657;87,3
2021;3501608;24265;31795;76,3
2021;3501707;6369;7344;86,7
2021;3501806;1726;2599;66,4
2021;3501905;6749;9119;74
2021;3502002;1127;1348;83,6
2021;3502101;11726;14918;78,6
2021;3502200;6596;8567;77
2021;3502309;2432;2693;90,3
2021;3502408;1349;1919;70,3
2021;3502507;7961;9535;83,5
2021;3502606;1542;2067;74,6
2021;3502705;10967;12884;85,1
2021;3502754;6280;7092;88,6
2021;3502804;32803;45181;72,6
2021;3502903;7048;9205;76,6
2021;3503000;1523;1859;81,9
2021;3503109;2336;2841;82,2
2021;3503158;1236;1573;78,6
2021;3503208;35471;43353;81,8
2021;3503307;28670;36427;78,7
2021;3503356;954;1140;83,7
2021;3503406;2357;3279;71,9
2021;3503505;1750;1949;89,8
2021;3503604;2798;3340;83,8
2021;3503703;1390;1806;77
2021;3503802;10393;13291;78,2
2021;3503901;26094;30359;86
2021;3503950;736;1180;62,4
2021;3504008;17355;21741;79,8
2021;3504107;25058;30556;82
2021;3504206;1787;2427;73,6
2021;3504305;1675;1916;87,4
2021;3504404;4834;5472;88,3
2021;3504503;16324;19125;85,4
2021;3504602;3546;5286;67,1
2021;3504701;584;687;85
2021;3504800;1994;2591;77
2021;3504909;4394;5386;81,6
2021;3505005;1504;1840;81,7
2021;3505104;2687;3233;83,1
2021;3505203;6091;7109;85,7
2021;3505302;6458;7994;80,8
2021;3505351;3910;4275;91,5
2021;3505401;4068;4833;84,2
2021;3505500;17448;22105;78,9
2021;3505609;9755;11132;87,6
2021;3505708;67581;77474;87,2
2021;3505807;4207;5928;71
2021;3505906;10986;14128;77,8
2021;3506003;61589;85395;72,1
2021;3506102;16005;20347;78,7
2021;3506201;862;1161;74,2
2021;3506300;3317;4075;81,4
2021;3506359;21147;25485;83
2021;3506409;1641;2637;62,2
2021;3506508;18836;24453;77
2021;3506607;10769;12625;85,3
2021;3506706;4415;4928;89,6
2021;3506805;2470;3168;78
2021;3506904;2870;3563;80,6
2021;3507001;10869;12979;83,7
2021;3507100;7463;8332;89,6
2021;3507159;2086;2301;90,7
2021;3507209;362;435;83,2
2021;3507308;1572;1770;88,8
2021;3507407;3675;4802;76,5
2021;3507456;1100;1608;68,4
2021;3507506;24416;28642;85,2
2021;3507605;32732;40387;81
2021;3507704;1974;2774;71,2
2021;3507753;1383;1728;80
2021;3507803;5091;6106;83,4
2021;3507902;4369;5940;73,6
2021;3508009;9710;10698;90,8
2021;3508108;6318;7397;85,4
2021;3508207;1574;2321;67,8
2021;3508306;1643;2509;65,5
2021;3508405;8922;10505;84,9
2021;3508504;20088;23444;85,7
2021;3508603;9340;10090;92,6
2021;3508702;6581;7742;85
2021;3508801;3483;4074;85,5
2021;3508900;1026;1443;71,1
2021;3509007;17722;23847;74,3
2021;3509106;2121;2341;90,6
2021;3509205;28478;31741;89,7
2021;3509254;9479;11688;81,1
2021;3509304;3173;4072;77,9
2021;3509403;5355;6249;85,7
2021;3509452;2204;2619;84,2
2021;3509502;207257;249333;83,1
2021;3509601;15360;18273;84,1
2021;3509700;8303;10258;80,9
2021;3509809;1596;1857;85,9
2021;3509908;4588;5393;85,1
2021;3509957;2535;2707;93,6
2021;3510005;6178;8134;76
2021;3510104;732;992;73,8
2021;3510153;2488;2847;87,4
2021;3510203;20713;24556;84,4
2021;3510302;7691;8922;86,2
2021;3510401;11900;13246;89,8
2021;3510500;36391;43791;83,1
2021;3510609;110134;130986;84,1
2021;3510708;2507;3578;70,1
2021;3510807;5961;6931;86
2021;3510906;807;965;83,6
2021;3511003;5771;7778;74,2
2021;3511102;12786;16751;76,3
2021;3511201;1646;2051;80,3
2021;3511300;1710;3105;55,1
2021;3511409;5446;6582;82,7
2021;3511508;6481;8594;75,4
2021;3511607;2853;3617;78,9
2021;3511706;3593;3954;90,9
2021;3511904;2289;2962;77,3
2021;3512001;3408;4013;84,9
2021;3512100;2934;4050;72,4
2021;3512209;9034;9887;91,4
2021;3512308;4502;5374;83,8
2021;3512407;4477;6503;68,8
2021;3512506;2086;3043;68,6
2021;3512605;1910;2384;80,1
2021;3512704;1128;1478;76,3
2021;3512803;8996;10848;82,9
2021;3512902;2648;3337;79,4
2021;3513009;43637;55452;78,7
2021;3513108;7634;9013;84,7
2021;3513207;2248;2813;79,9
2021;3513306;1054;1244;84,7
2021;3513405;16683;19054;87,6
2021;3513504;28208;31812;88,7
2021;3513603;9618;10702;89,9
2021;3513702;4451;6010;74,1
2021;3513801;94210;119669;78,7
2021;3513850;540;1098;49,2
2021;3513900;2618;3398;77
2021;3514007;2489;2863;86,9
2021;3514106;6104;7698;79,3
2021;3514205;866;1280;67,7
2021;3514304;2373;2710;87,6
2021;3514403;7054;9555;73,8
2021;3514502;3679;4800;76,6
2021;3514601;2136;2441;87,5
2021;3514700;2761;3208;86,1
2021;3514809;6536;7519;86,9
2021;3514908;5483;6011;91,2
2021;3514924;880;997;88,3
2021;3514957;456;542;84,1
2021;3515004;86315;103022;83,8
2021;3515103;26803;32925;81,4
2021;3515129;1061;1365;77,7
2021;3515152;5731;7910;72,5
2021;3515186;5088;6684;76,1
2021;3515194;1301;1815;71,7
2021;3515202;1816;3369;53,9
2021;3515301;643;972;66,2
2021;3515350;3712;4666;79,6
2021;3515400;5279;6940;76,1
2021;3515509;14767;19237;76,8
2021;3515608;1176;1393;84,4
2021;3515657;646;755;85,6
2021;3515707;50316;61138;82,3
2021;3515806;421;608;69,2
2021;3515905;751;1214;61,9
2021;3516002;3176;3810;83,4
2021;3516101;1334;1859;71,8
2021;3516200;54060;65704;82,3
2021;3516309;68054;78167;87,1
2021;3516408;41351;48631;85
2021;3516507;614;1049;58,5
2021;3516606;1530;2091;73,2
2021;3516705;12468;17369;71,8
2021;3516804;937;1260;74,4
2021;3516853;1115;1244;89,6
2021;3516903;2033;3103;65,5
2021;3517000;2831;3466;81,7
2021;3517109;1764;2164;81,5
2021;3517208;3116;4046;77
2021;3517307;2341;2621;89,3
2021;3517406;7608;8992;84,6
2021;3517505;3032;4281;70,8
2021;3517604;7938;9645;82,3
2021;3517703;4936;5656;87,3
2021;3517802;2242;3187;70,3
2021;3517901;3077;3505;87,8
2021;3518008;739;1246;59,3
2021;3518107;2705;3000;90,2
2021;3518206;6450;8074;79,9
2021;3518305;10545;12589;83,8
2021;3518404;21395;25678;83,3
2021;3518503;3280;4403;74,5
2021;3518602;6777;8015;84,6
2021;3518701;54408;65301;83,3
2021;3518800;315709;378171;83,5
2021;3518859;2268;2627;86,3
2021;3518909;1827;2383;76,7
2021;3519006;2800;3258;85,9
2021;3519055;1066;1347;79,1
2021;3519071;50658;59537;85,1
2021;3519105;3459;4555;75,9
2021;3519204;2057;2521;81,6
2021;3519253;2098;2494;84,1
2021;3519303;8838;9511;92,9
2021;3519402;2356;2908;81
2021;3519501;3376;4001;84,4
2021;3519600;11002;13573;81,1
2021;3519709;20816;23752;87,6
2021;3519808;1964;2603;75,5
2021;3519907;3064;3693;83
2021;3520004;7139;7957;89,7
2021;3520103;5666;6450;87,8
2021;3520202;3469;4085;84,9
2021;3520301;14009;16253;86,2
2021;3520400;8236;10697;77
2021;3520426;6531;8341;78,3
2021;3520442;4169;5968;69,9
2021;3520509;27422;36752;74,6
2021;3520608;1742;2128;81,9
2021;3520707;1531;1987;77,1
2021;3520806;883;1280;69
2021;3520905;4223;4763;88,7
2021;3521002;8950;10437;85,8
2021;3521101;1636;2011;81,4
2021;3521150;1422;1588;89,5
2021;3521200;2304;2665;86,5
2021;3521309;4139;6002;69
2021;3521408;2655;3349;79,3
2021;3521507;2108;2473;85,2
2021;3521606;2109;2589;81,5
2021;3521705;7142;8385;85,2
2021;3521804;5778;6925;83,4
2021;3521903;3229;3662;88,2
2021;3522000;840;1032;81,4
2021;3522109;43821;50258;87,2
2021;3522158;1611;1816;88,7
2021;3522208;48230;60312;80
2021;3522307;38681;45585;84,9
2021;3522406;23209;27415;84,7
2021;3522505;60121;68494;87,8
2021;3522604;9928;13214;75,1
2021;3522653;2552;2724;93,7
2021;3522703;3961;4852;81,6
2021;3522802;5309;6201;85,6
2021;3522901;3417;3950;86,5
2021;3523008;1853;2484;74,6
2021;3523107;95910;114897;83,5
2021;3523206;15052;18037;83,5
2021;3523305;5555;6367;87,2
2021;3523404;15162;18447;82,2
2021;3523503;5664;6805;83,2
2021;3523602;3188;3694;86,3
2021;3523701;2889;3158;91,5
2021;3523800;2005;2413;83,1
2021;3523909;29975;38991;76,9
2021;3524006;9222;10587;87,1
2021;3524105;7883;9352;84,3
2021;3524204;1816;2168;83,8
2021;3524303;17406;21556;80,7
2021;3524402;44436;54270;81,9
2021;3524501;1346;2027;66,4
2021;3524600;7017;8752;80,2
2021;3524709;7645;9024;84,7
2021;3524808;7985;10644;75
2021;3524907;2111;2416;87,4
2021;3525003;22318;29099;76,7
2021;3525102;9544;11380;83,9
2021;3525201;6734;7884;85,4
2021;3525300;23232;30352;76,5
2021;3525409;1432;1762;81,3
2021;3525508;2231;2836;78,7
2021;3525607;1485;1741;85,3
2021;3525706;5189;7080;73,3
2021;3525805;1491;1692;88,1
2021;3525854;818;999;81,9
2021;3525904;28941;36702;78,9
2021;3526001;4685;5473;85,6
2021;3526100;6683;7927;84,3
2021;3526209;12852;14970;85,9
2021;3526308;1879;2208;85,1
2021;3526407;6579;8166;80,6
2021;3526506;1344;1765;76,1
2021;3526605;2956;3352;88,2
2021;3526704;21599;28072;76,9
2021;3526803;7595;9937;76,4
2021;3526902;61611;72026;85,5
2021;3527009;1541;1825;84,4
2021;3527108;11596;14526;79,8
2021;3527207;20370;23982;84,9
2021;3527256;943;1409;66,9
2021;3527306;15231;16509;92,3
2021;3527405;5003;5887;85
2021;3527504;862;1167;73,9
2021;3527603;4148;4935;84,1
2021;3527702;1977;2530;78,1
2021;3527801;1523;1927;79
2021;3527900;970;1198;81
2021;3528007;3207;4231;75,8
2021;3528106;2216;3014;73,5
2021;3528205;1101;1335;82,5
2021;3528304;895;1549;57,8
2021;3528403;10362;11813;87,7
2021;3528502;22805;28581;79,8
2021;3528601;2630;3123;84,2
2021;3528700;1744;2286;76,3
2021;3528809;3354;4338;77,3
2021;3528858;748;880;85
2021;3528908;1271;1778;71,5
2021;3529005;37355;50642;73,8
2021;3529104;739;1111;66,5
2021;3529203;6009;7245;82,9
2021;3529302;13594;16599;81,9
2021;3529401;52887;65848;80,3
2021;3529500;1159;1582;73,3
2021;3529609;1403;2079;67,5
2021;3529658;565;735;76,9
2021;3529708;6375;7535;84,6
2021;3529807;3226;3684;87,6
2021;3529906;10371;12287;84,4
2021;3530003;877;1366;64,2
2021;3530102;5110;6871;74,4
2021;3530201;6455;9550;67,6
2021;3530300;9605;12267;78,3
2021;3530409;1300;1621;80,2
2021;3530508;12272;15631;78,5
2021;3530607;115568;130079;88,8
2021;3530706;24028;30404;79
2021;3530805;9723;12889;75,4
2021;3530904;1639;1889;86,8
2021;3531001;466;835;55,8
2021;3531100;18238;20484;89
2021;3531209;920;1100;83,6
2021;3531308;4740;6555;72,3
2021;3531407;5860;7122;82,3
2021;3531506;3343;4124;81,1
2021;3531605;1412;1754;80,5
2021;3531704;1298;1511;85,9
2021;3531803;22489;26285;85,6
2021;3531902;8054;9680;83,2
2021;3532009;3422;5076;67,4
2021;3532058;1197;1349;88,7
2021;3532108;1622;2158;75,2
2021;3532157;928;1093;84,9
2021;3532207;1588;2133;74,4
2021;3532306;1988;2280;87,2
2021;3532405;5970;6636;90
2021;3532504;2102;2877;73,1
2021;3532603;1946;2855;68,2
2021;3532702;1700;1915;88,8
2021;3532801;1611;1990;81
2021;3532827;4776;5334;89,5
2021;3532843;573;876;65,4
2021;3532868;341;474;71,9
2021;3532900;2820;4028;70
2021;3533007;4845;6034;80,3
2021;3533106;842;1025;82,1
2021;3533205;1628;1784;91,3
2021;3533254;1627;2099;77,5
2021;3533304;1262;1672;75,5
2021;3533403;7326;8900;82,3
2021;3533502;7796;9943;78,4
2021;3533601;1637;1931;84,8
2021;3533700;1521;1686;90,2
2021;3533809;794;913;87
2021;3533908;13905;16776;82,9
2021;3534005;1172;1416;82,8
2021;3534104;1197;1444;82,9
2021;3534203;830;1196;69,4
2021;3534302;5596;6554;85,4
2021;3534401;155556;192318;80,9
2021;3534500;803;1018;78,9
2021;3534609;7750;9399;82,5
2021;3534708;19145;24044;79,6
2021;3534757;3292;4401;74,8
2021;3534807;3881;4422;87,8
2021;3534906;2316;3012;76,9
2021;3535002;2109;2586;81,6
2021;3535101;2026;2616;77,4
2021;3535200;2082;2789;74,7
2021;3535309;5765;6748;85,4
2021;3535408;5272;5911;89,2
2021;3535507;13980;15929;87,8
2021;3535606;5585;6457;86,5
2021;3535705;1422;1794;79,3
2021;3535804;4999;6099;82
2021;3535903;1536;1939;79,2
2021;3536000;3655;4415;82,8
2021;3536109;1683;2111;79,7
2021;3536208;6370;7820;81,5
2021;3536257;1088;1454;74,8
2021;3536307;4035;4487;89,9
2021;3536406;3162;3601;87,8
2021;3536505;18003;21568;83,5
2021;3536570;872;1052;82,9
2021;3536604;2338;2920;80,1
2021;3536703;10019;11934;84
2021;3536802;1657;1924;86,1
2021;3536901;674;1207;55,8
2021;3537008;4958;5607;88,4
2021;3537107;8655;12676;68,3
2021;3537156;853;1234;69,1
2021;3537206;4717;5501;85,7
2021;3537305;10143;12042;84,2
2021;3537404;4489;5596;80,2
2021;3537503;2384;2893;82,4
2021;3537602;27557;31920;86,3
2021;3537701;1398;2058;67,9
2021;3537800;14104;16283;86,6
2021;3537909;7176;8906;80,6
2021;3538006;44631;51571;86,5
2021;3538105;2579;3492;73,9
2021;3538204;3772;4972;75,9
2021;3538303;1376;1668;82,5
2021;3538501;3890;4605;84,5
2021;3538600;6461;7607;84,9
2021;3538709;65884;83323;79,1
2021;3538808;7684;9002;85,4
2021;3538907;5365;6642;80,8
2021;3539004;1740;2137;81,4
2021;3539103;6775;7465;90,8
2021;3539202;4499;5554;81
2021;3539301;9894;12848;77
2021;3539400;2854;3627;78,7
2021;3539509;7658;9212;83,1
2021;3539608;1733;2220;78,1
2021;3539707;1351;1608;84
2021;3539806;36483;43008;84,8
2021;3539905;1685;2383;70,7
2021;3540002;4225;6521;64,8
2021;3540101;743;912;81,5
2021;3540200;8851;10539;84
2021;3540259;1535;2043;75,1
2021;3540309;769;1149;66,9
2021;3540408;1476;1949;75,7
2021;3540507;2268;2803;80,9
2021;3540606;8086;10437;77,5
2021;3540705;8007;10626;75,4
2021;3540754;7224;8329;86,7
2021;3540804;3073;4058;75,7
2021;3540853;813;929;87,5
2021;3540903;4271;4762;89,7
2021;3541000;45133;56287;80,2
2021;3541059;2917;3727;78,3
2021;3541109;1046;1297;80,6
2021;3541208;2902;3858;75,2
2021;3541307;11365;15266;74,4
2021;3541406;39333;51458;76,4
2021;3541505;6120;7232;84,6
2021;3541604;7124;8565;83,2
2021;3541653;1775;2112;84
2021;3541703;4824;5467;88,2
2021;3541802;951;1167;81,5
2021;3541901;3593;4646;77,3
2021;3542008;1886;2230;84,6
2021;3542107;2234;2522;88,6
2021;3542206;7187;8768;82
2021;3542305;1879;2068;90,9
2021;3542404;3842;5132;74,9
2021;3542503;1176;1600;73,5
2021;3542602;18670;22249;83,9
2021;3542701;2755;3133;87,9
2021;3542800;1920;2102;91,3
2021;3542909;2749;3069;89,6
2021;3543006;9591;10694;89,7
2021;3543105;1978;2238;88,4
2021;3543204;1880;2479;75,8
2021;3543238;864;1225;70,5
2021;3543253;3519;4645;75,8
2021;3543303;18999;25232;75,3
2021;3543402;71453;90741;78,7
2021;3543501;2783;3210;86,7
2021;3543600;1229;1653;74,3
2021;3543709;2617;2944;88,9
2021;3543808;1515;1819;83,3
2021;3543907;27377;36181;75,7
2021;3544004;4435;5282;84
2021;3544103;14521;17675;82,2
2021;3544202;3328;4082;81,5
2021;3544251;5594;7067;79,2
2021;3544301;3689;4247;86,9
2021;3544400;1220;1651;73,9
2021;3544509;889;1263;70,4
2021;3544608;1756;2272;77,3
2021;3544707;928;1218;76,2
2021;3544806;2326;3101;75
2021;3544905;1990;2486;80
2021;3545001;5582;6323;88,3
2021;3545100;1850;2111;87,6
2021;3545159;832;1070;77,8
2021;3545209;15430;19995;77,2
2021;3545308;11343;13399;84,7
2021;3545407;2983;3679;81,1
2021;3545506;1406;1667;84,3
2021;3545605;3692;5818;63,5
2021;3545704;1506;3273;46
2021;3545803;17623;23474;75,1
2021;3546009;4756;5552;85,7
2021;3546108;804;1198;67,1
2021;3546207;1015;1403;72,3
2021;3546256;621;870;71,4
2021;3546306;5995;6850;87,5
2021;3546405;8463;10253;82,5
2021;3546504;2095;2404;87,1
2021;3546603;5971;8968;66,6
2021;3546702;2435;3132;77,7
2021;3546801;12299;14586;84,3
2021;3546900;1297;1637;79,2
2021;3547007;2036;2623;77,6
2021;3547106;1105;1413;78,2
2021;3547205;420;758;55,4
2021;3547304;25049;29849;83,9
2021;3547403;430;895;48
2021;3547502;5529;7549;73,2
2021;3547601;4840;6062;79,8
2021;3547650;516;1027;50,2
2021;3547700;5182;6529;79,4
2021;3547809;124544;152509;81,7
2021;3547908;2490;2882;86,4
2021;3548005;5944;7092;83,8
2021;3548054;2657;3288;80,8
2021;3548104;1377;1944;70,8
2021;3548203;2290;2874;79,7
2021;3548302;907;1249;72,6
2021;3548401;1636;2385;68,6
2021;3548500;45585;57326;79,5
2021;3548609;3563;4958;71,9
2021;3548708;135433;162499;83,3
2021;3548807;8725;15335;56,9
2021;3548906;35864;42364;84,7
2021;3549003;807;1067;75,6
2021;3549102;12163;16645;73,1
2021;3549201;887;1450;61,2
2021;3549250;594;884;67,2
2021;3549300;753;990;76,1
2021;3549409;5952;7411;80,3
2021;3549508;3608;4047;89,2
2021;3549607;2113;2489;84,9
2021;3549706;10566;12188;86,7
2021;3549805;65297;84886;76,9
2021;3549904;151361;188426;80,3
2021;3549953;5751;6719;85,6
2021;3550001;3444;4077;84,5
2021;3550100;8069;11453;70,5
2021;3550209;8692;10517;82,6
2021;3550308;2836198;3603087;78,7
2021;3550407;6804;7789;87,4
2021;3550506;2038;2432;83,8
2021;3550605;14340;17674;81,1
2021;3550704;23312;26495;88
2021;3550803;2177;2874;75,7
2021;3550902;3144;3602;87,3
2021;3551009;53165;61019;87,1
2021;3551108;2161;2567;84,2
2021;3551207;1677;2000;83,9
2021;3551306;1170;1925;60,8
2021;3551405;4177;4639;90
2021;3551504;10298;12004;85,8
2021;3551603;5196;6370;81,6
2021;3551702;25410;29754;85,4
2021;3551801;6441;7889;81,6
2021;3551900;4450;5142;86,5
2021;3552007;2395;2613;91,7
2021;3552106;7097;8649;82,1
2021;3552205;112795;132758;85
2021;3552304;1971;3080;64
2021;3552403;54330;70026;77,6
2021;3552502;86666;106473;81,4
2021;3552551;1129;1702;66,3
2021;3552601;3108;3867;80,4
2021;3552700;3003;3541;84,8
2021;3552809;66695;84036;79,4
2021;3552908;2233;2622;85,2
2021;3553005;3562;4093;87
2021;3553104;2278;2706;84,2
2021;3553203;1184;1440;82,2
2021;3553302;6647;7910;84
2021;3553401;8299;9688;85,7
2021;3553500;3341;4037;82,8
2021;3553609;2726;3190;85,5
2021;3553658;653;972;67,2
2021;3553708;12194;14258;85,5
2021;3553807;6666;8042;82,9
2021;3553856;3582;3960;90,5
2021;3553906;1841;2381;77,3
2021;3553955;4407;5632;78,2
2021;3554003;23646;27785;85,1
2021;3554102;48108;67651;71,1
2021;3554201;1838;2042;90
2021;3554300;7988;9738;82
2021;3554409;1516;2146;70,6
2021;3554508;6732;9005;74,8
2021;3554607;936;1291;72,5
2021;3554656;1064;1224;86,9
2021;3554706;2014;3022;66,6
2021;3554755;774;858;90,2
2021;3554805;10391;11663;89,1
2021;3554904;1699;2609;65,1
2021;3554953;2045;2444;83,7
2021;3555000;13173;18638;70,7
2021;3555109;2712;3603;75,3
2021;3555208;580;909;63,8
2021;3555307;420;869;48,3
2021;3555356;1283;1480;86,7
2021;3555406;25915;28799;90
2021;3555505;1650;1880;87,8
2021;3555604;2091;3134;66,7
2021;3555703;508;841;60,4
2021;3555802;2200;3038;72,4
2021;3555901;389;456;85,3
2021;3556008;3037;4022;75,5
2021;3556107;3621;4761;76,1
2021;3556206;11430;14211;80,4
2021;3556305;5647;7035;80,3
2021;3556354;2255;2764;81,6
2021;3556404;7314;9540;76,7
2021;3556453;9872;11971;82,5
2021;3556503;15430;18347;84,1
2021;3556602;2998;3822;78,4
2021;3556701;8088;10998;73,5
2021;3556800;4489;8334;53,9
2021;3556909;1870;2433;76,9
2021;3556958;522;784;66,6
2021;3557006;19431;22557;86,1
2021;3557105;17311;23343;74,2
2021;3557154;848;1361;62,3
2021;3557204;3691;4262;86,6
2021;3557303;2384;2713;87,9
2020;3500105;3132;5109;61,3
2020;3500204;1183;1749;67,6
2020;3500303;8013;9548;83,9
2020;3500402;1331;2019;65,9
2020;3500501;2386;3207;74,4
2020;3500550;1990;2306;86,3
2020;3500600;337;504;66,9
2020;3500709;6200;8266;75
2020;3500758;1387;1699;81,6
2020;3500808;1253;1666;75,2
2020;3500907;957;1361;70,3
2020;3501004;4773;6004;79,5
2020;3501103;918;1187;77,3
2020;3501152;3022;3488;86,6
2020;3501202;994;1530;65
2020;3501301;6767;8038;84,2
2020;3501400;1662;2141;77,6
2020;3501509;1421;1640;86,6
2020;3501608;20138;26791;75,2
2020;3501707;5416;6412;84,5
2020;3501806;1564;2457;63,7
2020;3501905;5892;7821;75,3
2020;3502002;1047;1245;84,1
2020;3502101;10219;13145;77,7
2020;3502200;5788;7681;75,4
2020;3502309;2200;2446;89,9
2020;3502408;1244;1791;69,5
2020;3502507;5942;7010;84,8
2020;3502606;1419;1915;74,1
2020;3502705;10121;11902;85
2020;3502754;5358;6164;86,9
2020;3502804;28785;40992;70,2
2020;3502903;6438;8639;74,5
2020;3503000;1346;1644;81,9
2020;3503109;2058;2531;81,3
2020;3503158;1104;1443;76,5
2020;3503208;30404;37876;80,3
2020;3503307;25457;33032;77,1
2020;3503356;870;1029;84,5
2020;3503406;2056;2862;71,8
2020;3503505;1675;1865;89,8
2020;3503604;2532;3076;82,3
2020;3503703;1176;1515;77,6
2020;3503802;9136;11692;78,1
2020;3503901;23532;27493;85,6
2020;3503950;675;1072;63
2020;3504008;15033;19061;78,9
2020;3504107;21627;26970;80,2
2020;3504206;1495;2025;73,8
2020;3504305;1527;1717;88,9
2020;3504404;4473;5074;88,2
2020;3504503;14805;17316;85,5
2020;3504602;2677;4330;61,8
2020;3504701;524;623;84,1
2020;3504800;1778;2380;74,7
2020;3504909;4074;4991;81,6
2020;3505005;1438;1742;82,5
2020;3505104;2442;2980;81,9
2020;3505203;5379;6383;84,3
2020;3505302;5568;6970;79,9
2020;3505351;3590;3869;92,8
2020;3505401;3829;4598;83,3
2020;3505500;15667;19917;78,7
2020;3505609;9339;10749;86,9
2020;3505708;56551;65634;86,2
2020;3505807;3678;5361;68,6
2020;3505906;10411;13403;77,7
2020;3506003;55847;78910;70,8
2020;3506102;14293;18226;78,4
2020;3506201;805;1044;77,1
2020;3506300;2955;3638;81,2
2020;3506359;18773;22488;83,5
2020;3506409;1438;2368;60,7
2020;3506508;16757;22070;75,9
2020;3506607;9824;11544;85,1
2020;3506706;4208;4692;89,7
2020;3506805;2214;2880;76,9
2020;3506904;2598;3218;80,7
2020;3507001;9779;11935;81,9
2020;3507100;6719;7477;89,9
2020;3507159;1970;2217;88,9
2020;3507209;328;402;81,6
2020;3507308;1489;1660;89,7
2020;3507407;3315;4370;75,9
2020;3507456;958;1410;67,9
2020;3507506;20487;24582;83,3
2020;3507605;28576;35747;79,9
2020;3507704;1794;2460;72,9
2020;3507753;1208;1526;79,2
2020;3507803;4463;5440;82
2020;3507902;3654;5016;72,8
2020;3508009;8968;9873;90,8
2020;3508108;5802;6731;86,2
2020;3508207;1436;2149;66,8
2020;3508306;1531;2375;64,5
2020;3508405;7668;9240;83
2020;3508504;17184;20187;85,1
2020;3508603;8783;9476;92,7
2020;3508702;6003;7086;84,7
2020;3508801;3019;3594;84
2020;3508900;949;1369;69,3
2020;3509007;13411;18903;70,9
2020;3509106;1957;2155;90,8
2020;3509205;26226;29260;89,6
2020;3509254;8893;11060;80,4
2020;3509304;2898;3774;76,8
2020;3509403;4904;5762;85,1
2020;3509452;1863;2275;81,9
2020;3509502;183652;221444;82,9
2020;3509601;14333;17091;83,9
2020;3509700;7634;9554;79,9
2020;3509809;1475;1683;87,6
2020;3509908;4026;4766;84,5
2020;3509957;2225;2395;92,9
2020;3510005;5751;7305;78,7
2020;3510104;630;822;76,6
2020;3510153;2069;2429;85,2
2020;3510203;19619;23205;84,5
2020;3510302;7037;8168;86,2
2020;3510401;10831;12065;89,8
2020;3510500;32744;39974;81,9
2020;3510609;97845;117273;83,4
2020;3510708;2218;3343;66,3
2020;3510807;5535;6486;85,3
2020;3510906;755;923;81,8
2020;3511003;4995;6821;73,2
2020;3511102;11103;15063;73,7
2020;3511201;1464;1903;76,9
2020;3511300;1630;3006;54,2
2020;3511409;4814;5913;81,4
2020;3511508;5452;7373;73,9
2020;3511607;2594;3280;79,1
2020;3511706;3279;3635;90,2
2020;3511904;2003;2725;73,5
2020;3512001;3061;3684;83,1
2020;3512100;2630;3763;69,9
2020;3512209;8236;9051;91
2020;3512308;3774;4572;82,5
2020;3512407;4006;5921;67,7
2020;3512506;1926;2765;69,7
2020;3512605;1781;2242;79,4
2020;3512704;1008;1158;87
2020;3512803;7917;9584;82,6
2020;3512902;2348;2962;79,3
2020;3513009;36961;48172;76,7
2020;3513108;6908;8202;84,2
2020;3513207;2178;2687;81,1
2020;3513306;1007;1178;85,5
