ano;cod_ibge;n_fam_rua
2022;3521002;2
2022;3521101;3
2022;3521150;0
2022;3521200;1
2022;3521309;7
2022;3521408;1
2022;3521507;0
2022;3521606;2
2022;3521705;1
2022;3521804;8
2022;3521903;11
2022;3522000;0
2022;3522109;231
2022;3522158;0
2022;3522208;50
2022;3522307;271
2022;3522406;53
2022;3522505;82
2022;3522604;109
2022;3522653;0
2022;3522703;24
2022;3522802;3
2022;3522901;2
2022;3523008;1
2022;3523107;149
2022;3523206;61
2022;3523305;4
2022;3523404;134
2022;3523503;14
2022;3523602;7
2022;3523701;1
2022;3523800;0
2022;3523909;474
2022;3524006;9
2022;3524105;33
2022;3524204;0
2022;3524303;150
2022;3524402;156
2022;3524501;8
2022;3524600;22
2022;3524709;24
2022;3524808;47
2022;3524907;0
2022;3525003;88
2022;3525102;58
2022;3525201;21
2022;3525300;250
2022;3525409;0
2022;3525508;7
2022;3525607;0
2022;3525706;42
2022;3525805;0
2022;3525854;1
2022;3525904;229
2022;3526001;6
2022;3526100;24
2022;3526209;38
2022;3526308;0
2022;3526407;19
2022;3526506;0
2022;3526605;1
2022;3526704;72
2022;3526803;77
2022;3526902;240
2022;3527009;1
2022;3527108;115
2022;3527207;108
2022;3527256;0
2022;3527306;28
2022;3527405;0
2022;3527504;0
2022;3527603;0
2022;3527702;0
2022;3527801;0
2022;3527900;0
2022;3528007;13
2022;3528106;2
2022;3528205;0
2022;3528304;0
2022;3528403;6
2022;3528502;57
2022;3528601;1
2022;3528700;0
2022;3528809;0
2022;3528858;0
2022;3528908;0
2022;3529005;345
2022;3529104;1
2022;3529203;2
2022;3529302;93
2022;3529401;236
2022;3529500;0
2022;3529609;0
2022;3529658;0
2022;3529708;3
2022;3529807;0
2022;3529906;15
2022;3530003;0
2022;3530102;14
2022;3530201;2
2022;3530300;70
2022;3530409;0
2022;3530508;68
2022;3530607;596
2022;3530706;123
2022;3530805;142
2022;3530904;0
2022;3531001;0
2022;3531100;73
2022;3531209;1
2022;3531308;83
2022;3531407;12
2022;3531506;3
2022;3531605;0
2022;3531704;0
2022;3531803;24
2022;3531902;24
2022;3532009;5
2022;3532058;0
2022;3532108;0
2022;3532157;0
2022;3532207;2
2022;3532306;0
2022;3532405;8
2022;3532504;0
2022;3532603;0
2022;3532702;0
2022;3532801;0
2022;3532827;0
2022;3532843;0
2022;3532868;0
2022;3532900;0
2022;3533007;35
2022;3533106;0
2022;3533205;0
2022;3533254;0
2022;3533304;0
2022;3533403;93
2022;3533502;8
2022;3533601;0
2022;3533700;1
2022;3533809;1
2022;3533908;61
2022;3534005;0
2022;3534104;0
2022;3534203;0
2022;3534302;27
2022;3534401;972
2022;3534500;0
2022;3534609;14
2022;3534708;302
2022;3534757;2
2022;3534807;2
2022;3534906;0
2022;3535002;0
2022;3535101;0
2022;3535200;0
2022;3535309;3
2022;3535408;12
2022;3535507;20
2022;3535606;2
2022;3535705;2
2022;3535804;5
2022;3535903;0
2022;3536000;2
2022;3536109;1
2022;3536208;22
2022;3536257;0
2022;3536307;1
2022;3536406;6
2022;3536505;153
2022;3536570;0
2022;3536604;0
2022;3536703;32
2022;3536802;0
2022;3536901;0
2022;3537008;5
2022;3537107;45
2022;3537156;0
2022;3537206;2
2022;3537305;90
2022;3537404;15
2022;3537503;1
2022;3537602;83
2022;3537701;0
2022;3537800;91
2022;3537909;9
2022;3538006;130
2022;3538105;4
2022;3538204;1
2022;3538303;0
2022;3538501;2
2022;3538600;21
2022;3538709;517
2022;3538808;2
2022;3538907;13
2022;3539004;3
2022;3539103;1
2022;3539202;7
2022;3539301;82
2022;3539400;15
2022;3539509;12
2022;3539608;1
2022;3539707;0
2022;3539806;140
2022;3539905;0
2022;3540002;0
2022;3540101;0
2022;3540200;42
2022;3540259;1
2022;3540309;0
2022;3540408;0
2022;3540507;1
2022;3540606;112
2022;3540705;143
2022;3540754;1
2022;3540804;0
2022;3540853;0
2022;3540903;6
2022;3541000;457
2022;3541059;0
2022;3541109;0
2022;3541208;0
2022;3541307;4
2022;3541406;366
2022;3541505;6
2022;3541604;4
2022;3541653;0
2022;3541703;5
2022;3541802;0
2022;3541901;0
2022;3542008;0
2022;3542107;0
2022;3542206;6
2022;3542305;0
2022;3542404;6
2022;3542503;0
2022;3542602;122
2022;3542701;3
2022;3542800;0
2022;3542909;0
2022;3543006;0
2022;3543105;3
2022;3543204;1
2022;3543238;0
2022;3543253;1
2022;3543303;30
2022;3543402;473
2022;3543501;1
2022;3543600;5
2022;3543709;1
2022;3543808;1
2022;3543907;296
2022;3544004;9
2022;3544103;51
2022;3544202;0
2022;3544251;0
2022;3544301;5
2022;3544400;0
2022;3544509;2
2022;3544608;5
2022;3544707;0
2022;3544806;1
2022;3544905;2
2022;3545001;2
2022;3545100;0
2022;3545159;0
2022;3545209;135
2022;3545308;4
2022;3545407;3
2022;3545506;0
2022;3545605;0
2022;3545704;1
2022;3545803;58
2022;3546009;4
2022;3546108;0
2022;3546207;1
2022;3546256;0
2022;3546306;17
2022;3546405;29
2022;3546504;1
2022;3546603;17
2022;3546702;22
2022;3546801;31
2022;3546900;5
2022;3547007;0
2022;3547106;2
2022;3547205;0
2022;3547304;4
2022;3547403;1
2022;3547502;17
2022;3547601;6
2022;3547650;0
2022;3547700;5
2022;3547809;365
2022;3547908;0
2022;3548005;9
2022;3548054;0
2022;3548104;1
2022;3548203;2
2022;3548302;0
2022;3548401;0
2022;3548500;1187
2022;3548609;0
2022;3548708;1144
2022;3548807;176
2022;3548906;341
2022;3549003;0
2022;3549102;50
2022;3549201;0
2022;3549250;0
2022;3549300;0
2022;3549409;45
2022;3549508;1
2022;3549607;0
2022;3549706;23
2022;3549805;1006
2022;3549904;792
2022;3549953;2
2022;3550001;2
2022;3550100;45
2022;3550209;6
2022;3550308;47569
2022;3550407;0
2022;3550506;6
2022;3550605;77
2022;3550704;129
2022;3550803;7
2022;3550902;7
2022;3551009;647
2022;3551108;3
2022;3551207;0
2022;3551306;0
2022;3551405;0
2022;3551504;18
2022;3551603;7
2022;3551702;121
2022;3551801;0
2022;3551900;4
2022;3552007;1
2022;3552106;8
2022;3552205;937
2022;3552304;1
2022;3552403;120
2022;3552502;639
2022;3552551;0
2022;3552601;0
2022;3552700;3
2022;3552809;104
2022;3552908;0
2022;3553005;1
2022;3553104;3
2022;3553203;0
2022;3553302;12
2022;3553401;73
2022;3553500;2
2022;3553609;0
2022;3553658;0
2022;3553708;46
2022;3553807;5
2022;3553856;0
2022;3553906;0
2022;3553955;4
2022;3554003;109
2022;3554102;401
2022;3554201;0
2022;3554300;4
2022;3554409;2
2022;3554508;48
2022;3554607;0
2022;3554656;0
2022;3554706;3
2022;3554755;0
2022;3554805;17
2022;3554904;4
2022;3554953;0
2022;3555000;53
2022;3555109;5
2022;3555208;2
2022;3555307;0
2022;3555356;3
2022;3555406;166
2022;3555505;0
2022;3555604;3
2022;3555703;0
2022;3555802;0
2022;3555901;0
2022;3556008;1
2022;3556107;1
2022;3556206;130
2022;3556305;9
2022;3556354;5
2022;3556404;35
2022;3556453;28
2022;3556503;20
2022;3556602;7
2022;3556701;170
2022;3556800;0
2022;3556909;0
2022;3556958;0
2022;3557006;77
2022;3557105;59
2022;3557154;0
2022;3557204;1
2022;3557303;1
2021;3500105;4
2021;3500204;1
2021;3500303;2
2021;3500402;2
2021;3500501;4
2021;3500550;0
2021;3500600;0
2021;3500709;10
2021;3500758;1
2021;3500808;0
2021;3500907;2
2021;3501004;4
2021;3501103;0
2021;3501152;6
2021;3501202;0
2021;3501301;4
2021;3501400;1
2021;3501509;3
2021;3501608;108
2021;3501707;18
2021;3501806;0
2021;3501905;117
2021;3502002;0
2021;3502101;54
2021;3502200;0
2021;3502309;0
2021;3502408;1
2021;3502507;11
2021;3502606;3
2021;3502705;7
2021;3502754;6
2021;3502804;228
2021;3502903;17
2021;3503000;4
2021;3503109;5
2021;3503158;1
2021;3503208;149
2021;3503307;149
2021;3503356;0
2021;3503406;3
2021;3503505;1
2021;3503604;2
2021;3503703;0
2021;3503802;9
2021;3503901;53
2021;3503950;0
2021;3504008;43
2021;3504107;186
2021;3504206;0
2021;3504305;0
2021;3504404;3
2021;3504503;94
2021;3504602;14
2021;3504701;0
2021;3504800;2
2021;3504909;2
2021;3505005;0
2021;3505104;0
2021;3505203;17
2021;3505302;7
2021;3505351;0
2021;3505401;1
2021;3505500;153
2021;3505609;4
2021;3505708;481
2021;3505807;8
2021;3505906;185
2021;3506003;314
2021;3506102;62
2021;3506201;1
2021;3506300;2
2021;3506359;102
2021;3506409;1
2021;3506508;164
2021;3506607;2
2021;3506706;1
2021;3506805;4
2021;3506904;1
2021;3507001;31
2021;3507100;28
2021;3507159;0
2021;3507209;0
2021;3507308;0
2021;3507407;12
2021;3507456;0
2021;3507506;20
2021;3507605;149
2021;3507704;0
2021;3507753;3
2021;3507803;8
2021;3507902;27
2021;3508009;8
2021;3508108;15
2021;3508207;1
2021;3508306;3
2021;3508405;9
2021;3508504;73
2021;3508603;5
2021;3508702;3
2021;3508801;2
2021;3508900;0
2021;3509007;34
2021;3509106;1
2021;3509205;37
2021;3509254;10
2021;3509304;1
2021;3509403;13
2021;3509452;1
2021;3509502;1889
2021;3509601;42
2021;3509700;10
2021;3509809;0
2021;3509908;4
2021;3509957;0
2021;3510005;18
2021;3510104;0
2021;3510153;2
2021;3510203;8
2021;3510302;7
2021;3510401;17
2021;3510500;376
2021;3510609;285
2021;3510708;1
2021;3510807;16
2021;3510906;1
2021;3511003;2
2021;3511102;104
2021;3511201;4
2021;3511300;1
2021;3511409;4
2021;3511508;21
2021;3511607;3
2021;3511706;0
2021;3511904;1
2021;3512001;11
2021;3512100;5
2021;3512209;13
2021;3512308;8
2021;3512407;15
2021;3512506;2
2021;3512605;0
2021;3512704;2
2021;3512803;18
2021;3512902;4
2021;3513009;97
2021;3513108;29
2021;3513207;8
2021;3513306;0
2021;3513405;73
2021;3513504;82
2021;3513603;8
2021;3513702;32
2021;3513801;408
2021;3513850;0
2021;3513900;0
2021;3514007;2
2021;3514106;9
2021;3514205;0
2021;3514304;1
2021;3514403;50
2021;3514502;7
2021;3514601;0
2021;3514700;3
2021;3514809;1
2021;3514908;0
2021;3514924;0
2021;3514957;0
2021;3515004;189
2021;3515103;46
2021;3515129;0
2021;3515152;2
2021;3515186;43
2021;3515194;0
2021;3515202;1
2021;3515301;0
2021;3515350;1
2021;3515400;8
2021;3515509;38
2021;3515608;0
2021;3515657;0
2021;3515707;85
2021;3515806;0
2021;3515905;1
2021;3516002;1
2021;3516101;0
2021;3516200;563
2021;3516309;146
2021;3516408;186
2021;3516507;0
2021;3516606;3
2021;3516705;30
2021;3516804;1
2021;3516853;0
2021;3516903;2
2021;3517000;3
2021;3517109;0
2021;3517208;6
2021;3517307;0
2021;3517406;26
2021;3517505;5
2021;3517604;5
2021;3517703;0
2021;3517802;1
2021;3517901;0
2021;3518008;1
2021;3518107;0
2021;3518206;22
2021;3518305;11
2021;3518404;116
2021;3518503;1
2021;3518602;10
2021;3518701;222
2021;3518800;969
2021;3518859;1
2021;3518909;1
2021;3519006;1
2021;3519055;4
2021;3519071;89
2021;3519105;11
2021;3519204;2
2021;3519253;4
2021;3519303;5
2021;3519402;5
2021;3519501;0
2021;3519600;36
2021;3519709;69
2021;3519808;2
2021;3519907;1
2021;3520004;5
2021;3520103;3
2021;3520202;9
2021;3520301;18
2021;3520400;41
2021;3520426;4
2021;3520442;6
2021;3520509;267
2021;3520608;0
2021;3520707;0
2021;3520806;0
2021;3520905;2
2021;3521002;3
2021;3521101;3
2021;3521150;0
2021;3521200;1
2021;3521309;5
2021;3521408;0
2021;3521507;0
2021;3521606;2
2021;3521705;1
2021;3521804;10
2021;3521903;10
2021;3522000;0
2021;3522109;224
2021;3522158;1
2021;3522208;98
2021;3522307;262
2021;3522406;73
2021;3522505;94
2021;3522604;91
2021;3522653;0
2021;3522703;12
2021;3522802;3
2021;3522901;3
2021;3523008;0
2021;3523107;141
2021;3523206;37
2021;3523305;5
2021;3523404;99
2021;3523503;13
2021;3523602;7
2021;3523701;0
2021;3523800;1
2021;3523909;433
2021;3524006;14
2021;3524105;28
2021;3524204;0
2021;3524303;134
2021;3524402;137
2021;3524501;8
2021;3524600;30
2021;3524709;12
2021;3524808;32
2021;3524907;0
2021;3525003;44
2021;3525102;62
2021;3525201;37
2021;3525300;211
2021;3525409;0
2021;3525508;7
2021;3525607;1
2021;3525706;39
2021;3525805;0
2021;3525854;0
2021;3525904;161
2021;3526001;3
2021;3526100;8
2021;3526209;34
2021;3526308;2
2021;3526407;4
2021;3526506;0
2021;3526605;2
2021;3526704;49
2021;3526803;45
2021;3526902;222
2021;3527009;0
2021;3527108;122
2021;3527207;85
2021;3527256;0
2021;3527306;29
2021;3527405;1
2021;3527504;0
2021;3527603;2
2021;3527702;0
2021;3527801;0
2021;3527900;0
2021;3528007;7
2021;3528106;3
2021;3528205;0
2021;3528304;0
2021;3528403;15
2021;3528502;22
2021;3528601;3
2021;3528700;1
2021;3528809;0
2021;3528858;0
2021;3528908;0
2021;3529005;301
2021;3529104;0
2021;3529203;4
2021;3529302;38
2021;3529401;182
2021;3529500;1
2021;3529609;0
2021;3529658;0
2021;3529708;4
2021;3529807;1
2021;3529906;22
2021;3530003;1
2021;3530102;11
2021;3530201;2
2021;3530300;33
2021;3530409;0
2021;3530508;49
2021;3530607;589
2021;3530706;79
2021;3530805;80
2021;3530904;0
2021;3531001;0
2021;3531100;51
2021;3531209;3
2021;3531308;72
2021;3531407;13
2021;3531506;4
2021;3531605;0
2021;3531704;0
2021;3531803;31
2021;3531902;19
2021;3532009;5
2021;3532058;0
2021;3532108;0
2021;3532157;0
2021;3532207;0
2021;3532306;1
2021;3532405;7
2021;3532504;0
2021;3532603;1
2021;3532702;2
2021;3532801;1
2021;3532827;3
2021;3532843;0
2021;3532868;0
2021;3532900;1
2021;3533007;36
2021;3533106;0
2021;3533205;0
2021;3533254;0
2021;3533304;0
2021;3533403;53
2021;3533502;10
2021;3533601;1
2021;3533700;1
2021;3533809;0
2021;3533908;39
2021;3534005;1
2021;3534104;0
2021;3534203;0
2021;3534302;23
2021;3534401;778
2021;3534500;1
2021;3534609;16
2021;3534708;210
2021;3534757;4
2021;3534807;3
2021;3534906;1
2021;3535002;0
2021;3535101;0
2021;3535200;2
2021;3535309;4
2021;3535408;11
2021;3535507;23
2021;3535606;2
2021;3535705;1
2021;3535804;3
2021;3535903;0
2021;3536000;2
2021;3536109;2
2021;3536208;14
2021;3536257;0
2021;3536307;3
2021;3536406;0
2021;3536505;48
2021;3536570;1
2021;3536604;0
2021;3536703;23
2021;3536802;0
2021;3536901;0
2021;3537008;7
2021;3537107;36
2021;3537156;0
2021;3537206;6
2021;3537305;74
2021;3537404;14
2021;3537503;1
2021;3537602;104
2021;3537701;2
2021;3537800;68
2021;3537909;6
2021;3538006;73
2021;3538105;2
2021;3538204;2
2021;3538303;1
2021;3538501;2
2021;3538600;23
2021;3538709;388
2021;3538808;2
2021;3538907;13
2021;3539004;3
2021;3539103;4
2021;3539202;6
2021;3539301;70
2021;3539400;8
2021;3539509;4
2021;3539608;1
2021;3539707;0
2021;3539806;166
2021;3539905;1
2021;3540002;1
2021;3540101;0
2021;3540200;37
2021;3540259;0
2021;3540309;0
2021;3540408;1
2021;3540507;1
2021;3540606;43
2021;3540705;98
2021;3540754;6
2021;3540804;0
2021;3540853;0
2021;3540903;6
2021;3541000;324
2021;3541059;2
2021;3541109;0
2021;3541208;0
2021;3541307;6
2021;3541406;295
2021;3541505;5
2021;3541604;3
2021;3541653;0
2021;3541703;5
2021;3541802;0
2021;3541901;1
2021;3542008;0
2021;3542107;0
2021;3542206;7
2021;3542305;1
2021;3542404;3
2021;3542503;0
2021;3542602;74
2021;3542701;4
2021;3542800;0
2021;3542909;0
2021;3543006;1
2021;3543105;0
2021;3543204;2
2021;3543238;0
2021;3543253;0
2021;3543303;25
2021;3543402;304
2021;3543501;5
2021;3543600;1
2021;3543709;1
2021;3543808;0
2021;3543907;174
2021;3544004;6
2021;3544103;31
2021;3544202;2
2021;3544251;4
2021;3544301;8
2021;3544400;1
2021;3544509;1
2021;3544608;1
2021;3544707;1
2021;3544806;2
2021;3544905;3
2021;3545001;3
2021;3545100;0
2021;3545159;0
2021;3545209;106
2021;3545308;7
2021;3545407;6
2021;3545506;1
2021;3545605;1
2021;3545704;0
2021;3545803;69
2021;3546009;3
2021;3546108;2
2021;3546207;3
2021;3546256;0
2021;3546306;15
2021;3546405;26
2021;3546504;2
2021;3546603;13
2021;3546702;18
2021;3546801;32
2021;3546900;2
2021;3547007;1
2021;3547106;1
2021;3547205;0
2021;3547304;5
2021;3547403;1
2021;3547502;14
2021;3547601;10
2021;3547650;0
2021;3547700;4
2021;3547809;333
2021;3547908;0
2021;3548005;13
2021;3548054;0
2021;3548104;0
2021;3548203;3
2021;3548302;0
2021;3548401;0
2021;3548500;606
2021;3548609;0
2021;3548708;1022
2021;3548807;128
2021;3548906;207
2021;3549003;0
2021;3549102;35
2021;3549201;0
2021;3549250;0
2021;3549300;0
2021;3549409;24
2021;3549508;1
2021;3549607;0
2021;3549706;29
2021;3549805;678
2021;3549904;825
2021;3549953;7
2021;3550001;2
2021;3550100;31
2021;3550209;19
2021;3550308;35531
2021;3550407;0
2021;3550506;7
2021;3550605;81
2021;3550704;63
2021;3550803;0
2021;3550902;6
2021;3551009;411
2021;3551108;3
2021;3551207;0
2021;3551306;0
2021;3551405;2
2021;3551504;11
2021;3551603;10
2021;3551702;105
2021;3551801;1
2021;3551900;4
2021;3552007;2
2021;3552106;9
2021;3552205;806
2021;3552304;1
2021;3552403;110
2021;3552502;640
2021;3552551;1
2021;3552601;0
2021;3552700;5
2021;3552809;103
2021;3552908;0
2021;3553005;0
2021;3553104;1
2021;3553203;1
2021;3553302;8
2021;3553401;72
2021;3553500;2
2021;3553609;0
2021;3553658;0
2021;3553708;27
2021;3553807;6
2021;3553856;0
2021;3553906;0
2021;3553955;5
2021;3554003;71
2021;3554102;269
2021;3554201;0
2021;3554300;2
2021;3554409;3
2021;3554508;43
2021;3554607;0
2021;3554656;0
2021;3554706;3
2021;3554755;0
2021;3554805;14
2021;3554904;7
2021;3554953;0
2021;3555000;30
2021;3555109;3
2021;3555208;3
2021;3555307;0
2021;3555356;3
2021;3555406;164
2021;3555505;1
2021;3555604;4
2021;3555703;0
2021;3555802;2
2021;3555901;0
2021;3556008;5
2021;3556107;1
2021;3556206;102
2021;3556305;4
2021;3556354;6
2021;3556404;13
2021;3556453;14
2021;3556503;30
2021;3556602;11
2021;3556701;137
2021;3556800;0
2021;3556909;0
2021;3556958;0
2021;3557006;77
2021;3557105;54
2021;3557154;0
2021;3557204;3
2021;3557303;2
2020;3500105;5
2020;3500204;2
2020;3500303;3
2020;3500402;3
2020;3500501;4
2020;3500550;1
2020;3500600;0
2020;3500709;15
2020;3500758;0
2020;3500808;1
2020;3500907;1
2020;3501004;3
2020;3501103;0
2020;3501152;7
2020;3501202;0
2020;3501301;6
2020;3501400;2
2020;3501509;2
2020;3501608;109
2020;3501707;15
2020;3501806;0
2020;3501905;132
2020;3502002;0
2020;3502101;62
2020;3502200;2
2020;3502309;0
2020;3502408;0
2020;3502507;11
2020;3502606;1
2020;3502705;7
2020;3502754;6
2020;3502804;267
2020;3502903;20
2020;3503000;5
2020;3503109;8
2020;3503158;2
2020;3503208;169
2020;3503307;108
2020;3503356;0
2020;3503406;6
2020;3503505;2
2020;3503604;1
2020;3503703;0
2020;3503802;12
2020;3503901;51
2020;3503950;0
2020;3504008;42
2020;3504107;210
2020;3504206;2
2020;3504305;1
2020;3504404;4
2020;3504503;96
2020;3504602;8
2020;3504701;0
2020;3504800;4
2020;3504909;2
2020;3505005;0
2020;3505104;1
2020;3505203;11
2020;3505302;9
2020;3505351;1
2020;3505401;1
2020;3505500;165
2020;3505609;5
2020;3505708;496
2020;3505807;7
2020;3505906;216
2020;3506003;362
2020;3506102;74
2020;3506201;1
2020;3506300;2
2020;3506359;131
2020;3506409;0
2020;3506508;158
2020;3506607;4
2020;3506706;2
2020;3506805;3
2020;3506904;1
2020;3507001;39
2020;3507100;26
2020;3507159;0
2020;3507209;0
2020;3507308;1
2020;3507407;9
2020;3507456;0
2020;3507506;26
2020;3507605;183
2020;3507704;0
2020;3507753;3
2020;3507803;1
2020;3507902;28
2020;3508009;10
2020;3508108;19
2020;3508207;1
2020;3508306;3
2020;3508405;10
2020;3508504;60
2020;3508603;10
2020;3508702;3
2020;3508801;2
2020;3508900;1
2020;3509007;16
2020;3509106;1
2020;3509205;51
2020;3509254;12
2020;3509304;2
2020;3509403;16
2020;3509452;1
2020;3509502;1802
2020;3509601;57
2020;3509700;10
2020;3509809;0
2020;3509908;3
2020;3509957;0
2020;3510005;19
2020;3510104;0
2020;3510153;4
2020;3510203;15
2020;3510302;9
2020;3510401;27
2020;3510500;341
2020;3510609;271
2020;3510708;1
2020;3510807;18
2020;3510906;1
2020;3511003;2
2020;3511102;113
2020;3511201;2
2020;3511300;1
2020;3511409;5
2020;3511508;24
2020;3511607;3
2020;3511706;4
2020;3511904;1
2020;3512001;9
2020;3512100;8
2020;3512209;14
2020;3512308;10
2020;3512407;20
2020;3512506;1
2020;3512605;0
2020;3512704;1
2020;3512803;22
2020;3512902;4
2020;3513009;66
2020;3513108;25
2020;3513207;6
2020;3513306;0
2020;3513405;77
2020;3513504;70
2020;3513603;6
2020;3513702;32
2020;3513801;387
2020;3513850;0
2020;3513900;1
2020;3514007;0
2020;3514106;11
2020;3514205;0
2020;3514304;2
2020;3514403;46
2020;3514502;8
2020;3514601;3
2020;3514700;4
2020;3514809;3
2020;3514908;1
2020;3514924;1
2020;3514957;0
2020;3515004;221
2020;3515103;53
2020;3515129;0
2020;3515152;0
2020;3515186;31
2020;3515194;1
2020;3515202;1
2020;3515301;1
2020;3515350;1
2020;3515400;8
2020;3515509;42
2020;3515608;0
2020;3515657;0
2020;3515707;105
2020;3515806;0
2020;3515905;0
2020;3516002;0
2020;3516101;2
2020;3516200;496
2020;3516309;193
2020;3516408;145
2020;3516507;0
2020;3516606;5
2020;3516705;20
2020;3516804;2
2020;3516853;0
2020;3516903;4
2020;3517000;6
2020;3517109;1
2020;3517208;2
2020;3517307;0
2020;3517406;24
2020;3517505;4
2020;3517604;4
2020;3517703;0
2020;3517802;1
2020;3517901;1
2020;3518008;1
2020;3518107;1
2020;3518206;27
2020;3518305;11
2020;3518404;104
2020;3518503;1
2020;3518602;8
2020;3518701;235
2020;3518800;976
2020;3518859;3
2020;3518909;1
2020;3519006;3
2020;3519055;2
2020;3519071;66
2020;3519105;16
2020;3519204;2
2020;3519253;4
2020;3519303;8
2020;3519402;6
2020;3519501;3
2020;3519600;44
2020;3519709;63
2020;3519808;1
2020;3519907;1
2020;3520004;4
2020;3520103;4
2020;3520202;9
2020;3520301;18
2020;3520400;28
2020;3520426;7
2020;3520442;11
2020;3520509;239
2020;3520608;0
2020;3520707;0
2020;3520806;0
2020;3520905;4
2020;3521002;6
2020;3521101;4
2020;3521150;3
2020;3521200;2
2020;3521309;8
2020;3521408;1
2020;3521507;0
2020;3521606;2
2020;3521705;0
2020;3521804;11
2020;3521903;14
2020;3522000;0
2020;3522109;250
2020;3522158;0
2020;3522208;106
2020;3522307;288
2020;3522406;83
2020;3522505;103
2020;3522604;90
2020;3522653;1
2020;3522703;11
2020;3522802;4
2020;3522901;3
2020;3523008;0
2020;3523107;182
2020;3523206;47
2020;3523305;2
2020;3523404;73
2020;3523503;12
2020;3523602;8
2020;3523701;0
2020;3523800;3
2020;3523909;381
2020;3524006;18
2020;3524105;28
2020;3524204;0
2020;3524303;126
2020;3524402;162
2020;3524501;3
2020;3524600;31
2020;3524709;12
2020;3524808;33
2020;3524907;0
2020;3525003;25
2020;3525102;64
2020;3525201;74
2020;3525300;208
2020;3525409;1
2020;3525508;7
2020;3525607;1
2020;3525706;24
2020;3525805;0
2020;3525854;1
2020;3525904;150
2020;3526001;5
2020;3526100;8
2020;3526209;42
2020;3526308;2
2020;3526407;4
2020;3526506;1
2020;3526605;2
2020;3526704;53
2020;3526803;29
2020;3526902;231
2020;3527009;0
2020;3527108;143
2020;3527207;57
2020;3527256;0
2020;3527306;38
2020;3527405;2
2020;3527504;0
2020;3527603;8
2020;3527702;2
2020;3527801;0
2020;3527900;1
2020;3528007;4
2020;3528106;2
2020;3528205;0
2020;3528304;0
2020;3528403;17
2020;3528502;45
2020;3528601;3
2020;3528700;1
2020;3528809;0
2020;3528858;0
2020;3528908;1
2020;3529005;314
2020;3529104;0
2020;3529203;5
2020;3529302;32
2020;3529401;184
2020;3529500;0
2020;3529609;2
2020;3529658;0
2020;3529708;8
2020;3529807;0
2020;3529906;22
2020;3530003;0
2020;3530102;14
2020;3530201;4
2020;3530300;36
2020;3530409;0
2020;3530508;53
2020;3530607;641
2020;3530706;78
2020;3530805;86
2020;3530904;0
2020;3531001;0
2020;3531100;63
2020;3531209;2
2020;3531308;25
2020;3531407;10
2020;3531506;8
2020;3531605;0
2020;3531704;0
2020;3531803;44
2020;3531902;26
2020;3532009;9
2020;3532058;0
2020;3532108;0
2020;3532157;1
2020;3532207;0
2020;3532306;2
2020;3532405;4
2020;3532504;0
2020;3532603;1
2020;3532702;3
2020;3532801;1
2020;3532827;3
2020;3532843;0
2020;3532868;0
2020;3532900;1
2020;3533007;31
2020;3533106;0
2020;3533205;2
2020;3533254;1
2020;3533304;0
2020;3533403;34
2020;3533502;8
2020;3533601;2
2020;3533700;1
2020;3533809;0
2020;3533908;42
2020;3534005;1
2020;3534104;2
2020;3534203;0
2020;3534302;27
2020;3534401;656
2020;3534500;2
2020;3534609;16
2020;3534708;198
2020;3534757;5
2020;3534807;2
2020;3534906;2
2020;3535002;0
2020;3535101;0
2020;3535200;4
2020;3535309;4
2020;3535408;13
2020;3535507;28
2020;3535606;3
2020;3535705;0
2020;3535804;3
2020;3535903;2
2020;3536000;4
2020;3536109;1
2020;3536208;13
2020;3536257;0
2020;3536307;3
2020;3536406;1
2020;3536505;33
2020;3536570;0
2020;3536604;0
2020;3536703;24
2020;3536802;0
2020;3536901;0
2020;3537008;8
2020;3537107;38
2020;3537156;0
2020;3537206;7
2020;3537305;85
2020;3537404;18
2020;3537503;2
2020;3537602;138
2020;3537701;3
2020;3537800;44
2020;3537909;6
2020;3538006;91
2020;3538105;1
2020;3538204;3
2020;3538303;0
2020;3538501;2
2020;3538600;20
2020;3538709;434
2020;3538808;5
2020;3538907;15
2020;3539004;4
2020;3539103;3
2020;3539202;5
2020;3539301;91
2020;3539400;6
2020;3539509;5
2020;3539608;1
2020;3539707;1
2020;3539806;204
2020;3539905;1
2020;3540002;4
2020;3540101;0
2020;3540200;39
2020;3540259;2
2020;3540309;0
2020;3540408;0
2020;3540507;1
2020;3540606;32
2020;3540705;101
2020;3540754;6
2020;3540804;1
2020;3540853;0
2020;3540903;7
2020;3541000;286
2020;3541059;0
2020;3541109;0
2020;3541208;0
2020;3541307;6
2020;3541406;336
2020;3541505;9
2020;3541604;3
2020;3541653;0
2020;3541703;5
2020;3541802;0
2020;3541901;2
2020;3542008;0
2020;3542107;1
2020;3542206;6
2020;3542305;2
2020;3542404;5
2020;3542503;1
2020;3542602;82
2020;3542701;6
2020;3542800;0
2020;3542909;1
2020;3543006;3
2020;3543105;1
2020;3543204;5
2020;3543238;0
2020;3543253;0
2020;3543303;33
2020;3543402;365
2020;3543501;3
2020;3543600;1
2020;3543709;1
2020;3543808;0
2020;3543907;150
2020;3544004;7
2020;3544103;43
2020;3544202;3
2020;3544251;4
2020;3544301;10
2020;3544400;1
2020;3544509;1
2020;3544608;0
2020;3544707;1
