ano;cod_ibge;n_fam_rua
2017;3510401;34
2017;3510500;192
2017;3510609;70
2017;3510708;0
2017;3510807;11
2017;3510906;0
2017;3511003;0
2017;3511102;69
2017;3511201;0
2017;3511300;0
2017;3511409;2
2017;3511508;4
2017;3511607;3
2017;3511706;1
2017;3511904;0
2017;3512001;1
2017;3512100;6
2017;3512209;1
2017;3512308;6
2017;3512407;5
2017;3512506;1
2017;3512605;0
2017;3512704;1
2017;3512803;22
2017;3512902;1
2017;3513009;40
2017;3513108;11
2017;3513207;7
2017;3513306;0
2017;3513405;18
2017;3513504;113
2017;3513603;1
2017;3513702;25
2017;3513801;142
2017;3513850;0
2017;3513900;0
2017;3514007;0
2017;3514106;3
2017;3514205;0
2017;3514304;0
2017;3514403;30
2017;3514502;1
2017;3514601;0
2017;3514700;1
2017;3514809;1
2017;3514908;1
2017;3514924;0
2017;3514957;0
2017;3515004;148
2017;3515103;21
2017;3515129;0
2017;3515152;0
2017;3515186;10
2017;3515194;0
2017;3515202;2
2017;3515301;1
2017;3515350;1
2017;3515400;5
2017;3515509;35
2017;3515608;0
2017;3515657;0
2017;3515707;38
2017;3515806;0
2017;3515905;0
2017;3516002;0
2017;3516101;0
2017;3516200;296
2017;3516309;79
2017;3516408;43
2017;3516507;0
2017;3516606;5
2017;3516705;12
2017;3516804;0
2017;3516853;0
2017;3516903;3
2017;3517000;0
2017;3517109;0
2017;3517208;1
2017;3517307;0
2017;3517406;18
2017;3517505;2
2017;3517604;2
2017;3517703;0
2017;3517802;0
2017;3517901;0
2017;3518008;2
2017;3518107;0
2017;3518206;3
2017;3518305;6
2017;3518404;47
2017;3518503;1
2017;3518602;0
2017;3518701;129
2017;3518800;597
2017;3518859;1
2017;3518909;1
2017;3519006;0
2017;3519055;2
2017;3519071;6
2017;3519105;4
2017;3519204;1
2017;3519253;1
2017;3519303;6
2017;3519402;3
2017;3519501;0
2017;3519600;12
2017;3519709;12
2017;3519808;3
2017;3519907;0
2017;3520004;2
2017;3520103;0
2017;3520202;9
2017;3520301;3
2017;3520400;3
2017;3520426;3
2017;3520442;3
2017;3520509;121
2017;3520608;0
2017;3520707;0
2017;3520806;0
2017;3520905;4
2017;3521002;1
2017;3521101;1
2017;3521150;0
2017;3521200;1
2017;3521309;0
2017;3521408;0
2017;3521507;0
2017;3521606;0
2017;3521705;0
2017;3521804;13
2017;3521903;29
2017;3522000;0
2017;3522109;184
2017;3522158;0
2017;3522208;50
2017;3522307;93
2017;3522406;70
2017;3522505;47
2017;3522604;61
2017;3522653;0
2017;3522703;5
2017;3522802;1
2017;3522901;0
2017;3523008;0
2017;3523107;74
2017;3523206;16
2017;3523305;0
2017;3523404;24
2017;3523503;4
2017;3523602;4
2017;3523701;0
2017;3523800;2
2017;3523909;207
2017;3524006;12
2017;3524105;13
2017;3524204;0
2017;3524303;55
2017;3524402;97
2017;3524501;2
2017;3524600;5
2017;3524709;6
2017;3524808;17
2017;3524907;0
2017;3525003;8
2017;3525102;59
2017;3525201;9
2017;3525300;109
2017;3525409;0
2017;3525508;0
2017;3525607;0
2017;3525706;19
2017;3525805;0
2017;3525854;0
2017;3525904;112
2017;3526001;0
2017;3526100;2
2017;3526209;10
2017;3526308;0
2017;3526407;0
2017;3526506;0
2017;3526605;0
2017;3526704;19
2017;3526803;11
2017;3526902;149
2017;3527009;3
2017;3527108;58
2017;3527207;4
2017;3527256;0
2017;3527306;17
2017;3527405;0
2017;3527504;1
2017;3527603;2
2017;3527702;0
2017;3527801;0
2017;3527900;0
2017;3528007;2
2017;3528106;0
2017;3528205;0
2017;3528304;0
2017;3528403;1
2017;3528502;12
2017;3528601;1
2017;3528700;0
2017;3528809;0
2017;3528858;0
2017;3528908;0
2017;3529005;288
2017;3529104;0
2017;3529203;1
2017;3529302;6
2017;3529401;146
2017;3529500;0
2017;3529609;1
2017;3529658;0
2017;3529708;1
2017;3529807;1
2017;3529906;9
2017;3530003;0
2017;3530102;4
2017;3530201;1
2017;3530300;36
2017;3530409;0
2017;3530508;29
2017;3530607;338
2017;3530706;66
2017;3530805;59
2017;3530904;1
2017;3531001;0
2017;3531100;39
2017;3531209;0
2017;3531308;0
2017;3531407;9
2017;3531506;5
2017;3531605;0
2017;3531704;0
2017;3531803;11
2017;3531902;15
2017;3532009;4
2017;3532058;0
2017;3532108;0
2017;3532157;0
2017;3532207;0
2017;3532306;0
2017;3532405;1
2017;3532504;0
2017;3532603;0
2017;3532702;0
2017;3532801;1
2017;3532827;0
2017;3532843;1
2017;3532868;0
2017;3532900;0
2017;3533007;20
2017;3533106;0
2017;3533205;1
2017;3533254;0
2017;3533304;0
2017;3533403;14
2017;3533502;1
2017;3533601;0
2017;3533700;1
2017;3533809;0
2017;3533908;38
2017;3534005;0
2017;3534104;1
2017;3534203;0
2017;3534302;14
2017;3534401;240
2017;3534500;0
2017;3534609;1
2017;3534708;111
2017;3534757;0
2017;3534807;1
2017;3534906;0
2017;3535002;0
2017;3535101;0
2017;3535200;5
2017;3535309;4
2017;3535408;6
2017;3535507;9
2017;3535606;0
2017;3535705;0
2017;3535804;2
2017;3535903;0
2017;3536000;0
2017;3536109;1
2017;3536208;7
2017;3536257;0
2017;3536307;0
2017;3536406;1
2017;3536505;17
2017;3536570;1
2017;3536604;0
2017;3536703;16
2017;3536802;0
2017;3536901;0
2017;3537008;4
2017;3537107;18
2017;3537156;0
2017;3537206;4
2017;3537305;47
2017;3537404;7
2017;3537503;1
2017;3537602;29
2017;3537701;0
2017;3537800;18
2017;3537909;3
2017;3538006;26
2017;3538105;0
2017;3538204;0
2017;3538303;0
2017;3538501;0
2017;3538600;9
2017;3538709;237
2017;3538808;1
2017;3538907;3
2017;3539004;2
2017;3539103;0
2017;3539202;0
2017;3539301;50
2017;3539400;4
2017;3539509;0
2017;3539608;0
2017;3539707;0
2017;3539806;79
2017;3539905;1
2017;3540002;1
2017;3540101;0
2017;3540200;18
2017;3540259;0
2017;3540309;0
2017;3540408;0
2017;3540507;0
2017;3540606;27
2017;3540705;50
2017;3540754;1
2017;3540804;2
2017;3540853;0
2017;3540903;6
2017;3541000;142
2017;3541059;0
2017;3541109;0
2017;3541208;0
2017;3541307;3
2017;3541406;265
2017;3541505;4
2017;3541604;1
2017;3541653;0
2017;3541703;1
2017;3541802;0
2017;3541901;2
2017;3542008;0
2017;3542107;0
2017;3542206;1
2017;3542305;0
2017;3542404;2
2017;3542503;0
2017;3542602;13
2017;3542701;1
2017;3542800;0
2017;3542909;0
2017;3543006;0
2017;3543105;0
2017;3543204;1
2017;3543238;1
2017;3543253;0
2017;3543303;15
2017;3543402;417
2017;3543501;0
2017;3543600;0
2017;3543709;3
2017;3543808;0
2017;3543907;87
2017;3544004;3
2017;3544103;28
2017;3544202;0
2017;3544251;0
2017;3544301;5
2017;3544400;1
2017;3544509;1
2017;3544608;0
2017;3544707;0
2017;3544806;0
2017;3544905;1
2017;3545001;3
2017;3545100;0
2017;3545159;1
2017;3545209;52
2017;3545308;3
2017;3545407;6
2017;3545506;0
2017;3545605;0
2017;3545704;2
2017;3545803;76
2017;3546009;0
2017;3546108;0
2017;3546207;1
2017;3546256;0
2017;3546306;7
2017;3546405;28
2017;3546504;2
2017;3546603;6
2017;3546702;14
2017;3546801;28
2017;3546900;0
2017;3547007;0
2017;3547106;1
2017;3547205;0
2017;3547304;1
2017;3547403;0
2017;3547502;5
2017;3547601;2
2017;3547650;0
2017;3547700;1
2017;3547809;343
2017;3547908;1
2017;3548005;1
2017;3548054;0
2017;3548104;0
2017;3548203;0
2017;3548302;1
2017;3548401;0
2017;3548500;449
2017;3548609;0
2017;3548708;766
2017;3548807;39
2017;3548906;90
2017;3549003;0
2017;3549102;18
2017;3549201;0
2017;3549250;1
2017;3549300;0
2017;3549409;12
2017;3549508;0
2017;3549607;0
2017;3549706;17
2017;3549805;427
2017;3549904;476
2017;3549953;4
2017;3550001;0
2017;3550100;4
2017;3550209;8
2017;3550308;27547
2017;3550407;0
2017;3550506;0
2017;3550605;43
2017;3550704;23
2017;3550803;0
2017;3550902;3
2017;3551009;280
2017;3551108;3
2017;3551207;0
2017;3551306;0
2017;3551405;1
2017;3551504;1
2017;3551603;0
2017;3551702;56
2017;3551801;2
2017;3551900;2
2017;3552007;0
2017;3552106;1
2017;3552205;603
2017;3552304;0
2017;3552403;41
2017;3552502;562
2017;3552551;2
2017;3552601;0
2017;3552700;3
2017;3552809;52
2017;3552908;0
2017;3553005;1
2017;3553104;0
2017;3553203;0
2017;3553302;9
2017;3553401;22
2017;3553500;0
2017;3553609;0
2017;3553658;0
2017;3553708;6
2017;3553807;6
2017;3553856;2
2017;3553906;0
2017;3553955;0
2017;3554003;42
2017;3554102;182
2017;3554201;0
2017;3554300;1
2017;3554409;1
2017;3554508;5
2017;3554607;1
2017;3554656;0
2017;3554706;1
2017;3554755;0
2017;3554805;8
2017;3554904;3
2017;3554953;0
2017;3555000;4
2017;3555109;1
2017;3555208;0
2017;3555307;0
2017;3555356;4
2017;3555406;56
2017;3555505;1
2017;3555604;1
2017;3555703;0
2017;3555802;2
2017;3555901;0
2017;3556008;3
2017;3556107;0
2017;3556206;39
2017;3556305;0
2017;3556354;3
2017;3556404;11
2017;3556453;1
2017;3556503;11
2017;3556602;6
2017;3556701;45
2017;3556800;0
2017;3556909;0
2017;3556958;0
2017;3557006;5
2017;3557105;23
2017;3557154;0
2017;3557204;1
2017;3557303;2
2016;3500105;0
2016;3500204;0
2016;3500303;3
2016;3500402;1
2016;3500501;5
2016;3500550;0
2016;3500600;0
2016;3500709;4
2016;3500758;0
2016;3500808;0
2016;3500907;0
2016;3501004;2
2016;3501103;0
2016;3501152;0
2016;3501202;0
2016;3501301;1
2016;3501400;0
2016;3501509;0
2016;3501608;25
2016;3501707;2
2016;3501806;0
2016;3501905;90
2016;3502002;0
2016;3502101;1
2016;3502200;0
2016;3502309;0
2016;3502408;0
2016;3502507;0
2016;3502606;0
2016;3502705;3
2016;3502754;0
2016;3502804;132
2016;3502903;7
2016;3503000;0
2016;3503109;5
2016;3503158;1
2016;3503208;24
2016;3503307;12
2016;3503356;0
2016;3503406;0
2016;3503505;1
2016;3503604;0
2016;3503703;0
2016;3503802;7
2016;3503901;16
2016;3503950;0
2016;3504008;22
2016;3504107;89
2016;3504206;0
2016;3504305;0
2016;3504404;0
2016;3504503;28
2016;3504602;3
2016;3504701;0
2016;3504800;1
2016;3504909;0
2016;3505005;0
2016;3505104;0
2016;3505203;5
2016;3505302;0
2016;3505351;0
2016;3505401;0
2016;3505500;68
2016;3505609;1
2016;3505708;67
2016;3505807;0
2016;3505906;41
2016;3506003;277
2016;3506102;7
2016;3506201;0
2016;3506300;3
2016;3506359;31
2016;3506409;0
2016;3506508;114
2016;3506607;0
2016;3506706;0
2016;3506805;0
2016;3506904;0
2016;3507001;20
2016;3507100;2
2016;3507159;0
2016;3507209;0
2016;3507308;0
2016;3507407;3
2016;3507456;0
2016;3507506;12
2016;3507605;104
2016;3507704;0
2016;3507753;0
2016;3507803;0
2016;3507902;7
2016;3508009;0
2016;3508108;1
2016;3508207;0
2016;3508306;0
2016;3508405;0
2016;3508504;15
2016;3508603;0
2016;3508702;1
2016;3508801;1
2016;3508900;0
2016;3509007;1
2016;3509106;0
2016;3509205;5
2016;3509254;3
2016;3509304;0
2016;3509403;0
2016;3509452;0
2016;3509502;838
2016;3509601;6
2016;3509700;3
2016;3509809;0
2016;3509908;2
2016;3509957;0
2016;3510005;5
2016;3510104;0
2016;3510153;0
2016;3510203;1
2016;3510302;0
2016;3510401;36
2016;3510500;109
2016;3510609;5
2016;3510708;0
2016;3510807;2
2016;3510906;0
2016;3511003;0
2016;3511102;34
2016;3511201;0
2016;3511300;0
2016;3511409;0
2016;3511508;1
2016;3511607;3
2016;3511706;0
2016;3511904;0
2016;3512001;0
2016;3512100;3
2016;3512209;2
2016;3512308;5
2016;3512407;0
2016;3512506;0
2016;3512605;0
2016;3512704;1
2016;3512803;23
2016;3512902;0
2016;3513009;33
2016;3513108;10
2016;3513207;7
2016;3513306;0
2016;3513405;11
2016;3513504;79
2016;3513603;0
2016;3513702;26
2016;3513801;112
2016;3513850;0
2016;3513900;0
2016;3514007;0
2016;3514106;3
2016;3514205;0
2016;3514304;0
2016;3514403;15
2016;3514502;0
2016;3514601;0
2016;3514700;0
2016;3514809;1
2016;3514908;0
2016;3514924;0
2016;3514957;0
2016;3515004;116
2016;3515103;4
2016;3515129;0
2016;3515152;2
2016;3515186;2
2016;3515194;0
2016;3515202;0
2016;3515301;0
2016;3515350;0
2016;3515400;3
2016;3515509;31
2016;3515608;0
2016;3515657;0
2016;3515707;16
2016;3515806;0
2016;3515905;0
2016;3516002;0
2016;3516101;0
2016;3516200;230
2016;3516309;13
2016;3516408;24
2016;3516507;0
2016;3516606;4
2016;3516705;11
2016;3516804;0
2016;3516853;0
2016;3516903;0
2016;3517000;0
2016;3517109;0
2016;3517208;0
2016;3517307;0
2016;3517406;18
2016;3517505;0
2016;3517604;1
2016;3517703;0
2016;3517802;0
2016;3517901;0
2016;3518008;0
2016;3518107;0
2016;3518206;0
2016;3518305;3
2016;3518404;24
2016;3518503;0
2016;3518602;0
2016;3518701;117
2016;3518800;468
2016;3518859;0
2016;3518909;0
2016;3519006;0
2016;3519055;1
2016;3519071;1
2016;3519105;0
2016;3519204;0
2016;3519253;1
2016;3519303;1
2016;3519402;1
2016;3519501;0
2016;3519600;10
2016;3519709;7
2016;3519808;3
2016;3519907;0
2016;3520004;1
2016;3520103;0
2016;3520202;6
2016;3520301;1
2016;3520400;2
2016;3520426;2
2016;3520442;2
2016;3520509;97
2016;3520608;0
2016;3520707;0
2016;3520806;0
2016;3520905;2
2016;3521002;0
2016;3521101;0
2016;3521150;0
2016;3521200;0
2016;3521309;0
2016;3521408;0
2016;3521507;0
2016;3521606;0
2016;3521705;0
2016;3521804;9
2016;3521903;37
2016;3522000;0
2016;3522109;114
2016;3522158;0
2016;3522208;28
2016;3522307;17
2016;3522406;56
2016;3522505;21
2016;3522604;46
2016;3522653;0
2016;3522703;4
2016;3522802;1
2016;3522901;0
2016;3523008;0
2016;3523107;50
2016;3523206;4
2016;3523305;0
2016;3523404;18
2016;3523503;0
2016;3523602;5
2016;3523701;1
2016;3523800;0
2016;3523909;140
2016;3524006;6
2016;3524105;5
2016;3524204;0
2016;3524303;58
2016;3524402;88
2016;3524501;0
2016;3524600;4
2016;3524709;4
2016;3524808;14
2016;3524907;0
2016;3525003;10
2016;3525102;13
2016;3525201;0
2016;3525300;89
2016;3525409;0
2016;3525508;0
2016;3525607;0
2016;3525706;16
2016;3525805;0
2016;3525854;0
2016;3525904;114
2016;3526001;0
2016;3526100;0
2016;3526209;5
2016;3526308;0
2016;3526407;0
2016;3526506;0
2016;3526605;0
2016;3526704;10
2016;3526803;9
2016;3526902;125
2016;3527009;3
2016;3527108;46
2016;3527207;3
2016;3527256;0
2016;3527306;12
2016;3527405;0
2016;3527504;1
2016;3527603;0
2016;3527702;0
2016;3527801;0
2016;3527900;0
2016;3528007;0
2016;3528106;0
2016;3528205;0
2016;3528304;0
2016;3528403;0
2016;3528502;5
2016;3528601;1
2016;3528700;0
2016;3528809;0
2016;3528858;0
2016;3528908;0
2016;3529005;225
2016;3529104;0
2016;3529203;0
2016;3529302;2
2016;3529401;111
2016;3529500;0
2016;3529609;0
2016;3529658;0
2016;3529708;0
2016;3529807;0
2016;3529906;2
2016;3530003;0
2016;3530102;5
2016;3530201;0
2016;3530300;32
2016;3530409;0
2016;3530508;17
2016;3530607;201
2016;3530706;41
2016;3530805;23
2016;3530904;0
2016;3531001;0
2016;3531100;18
2016;3531209;0
2016;3531308;0
2016;3531407;11
2016;3531506;1
2016;3531605;0
2016;3531704;0
2016;3531803;6
2016;3531902;7
2016;3532009;0
2016;3532058;0
2016;3532108;0
2016;3532157;0
2016;3532207;1
2016;3532306;0
2016;3532405;0
2016;3532504;0
2016;3532603;0
2016;3532702;0
2016;3532801;0
2016;3532827;0
2016;3532843;1
2016;3532868;0
2016;3532900;0
2016;3533007;10
2016;3533106;0
2016;3533205;0
2016;3533254;0
2016;3533304;0
2016;3533403;0
2016;3533502;3
2016;3533601;0
2016;3533700;0
2016;3533809;0
2016;3533908;22
2016;3534005;0
2016;3534104;2
2016;3534203;0
2016;3534302;6
2016;3534401;174
2016;3534500;0
2016;3534609;0
2016;3534708;99
2016;3534757;0
2016;3534807;0
2016;3534906;0
2016;3535002;0
2016;3535101;0
2016;3535200;4
2016;3535309;2
2016;3535408;3
2016;3535507;11
2016;3535606;0
2016;3535705;0
2016;3535804;0
2016;3535903;0
2016;3536000;0
2016;3536109;0
2016;3536208;3
2016;3536257;0
2016;3536307;0
2016;3536406;0
2016;3536505;17
2016;3536570;0
2016;3536604;0
2016;3536703;23
2016;3536802;0
2016;3536901;0
2016;3537008;0
2016;3537107;10
2016;3537156;0
2016;3537206;5
2016;3537305;44
2016;3537404;3
2016;3537503;0
2016;3537602;1
2016;3537701;0
2016;3537800;13
2016;3537909;2
2016;3538006;9
2016;3538105;0
2016;3538204;0
2016;3538303;0
2016;3538501;0
2016;3538600;3
2016;3538709;205
2016;3538808;0
2016;3538907;3
2016;3539004;0
2016;3539103;0
2016;3539202;0
2016;3539301;34
2016;3539400;2
2016;3539509;1
2016;3539608;0
2016;3539707;0
2016;3539806;86
2016;3539905;0
2016;3540002;0
2016;3540101;0
2016;3540200;9
2016;3540259;0
2016;3540309;0
2016;3540408;0
2016;3540507;0
2016;3540606;22
2016;3540705;28
2016;3540754;0
2016;3540804;2
2016;3540853;0
2016;3540903;5
2016;3541000;98
2016;3541059;0
2016;3541109;0
2016;3541208;0
2016;3541307;1
2016;3541406;192
2016;3541505;5
2016;3541604;0
2016;3541653;0
2016;3541703;0
2016;3541802;0
2016;3541901;2
2016;3542008;0
2016;3542107;0
2016;3542206;1
2016;3542305;0
2016;3542404;4
2016;3542503;0
2016;3542602;8
2016;3542701;0
2016;3542800;0
2016;3542909;0
2016;3543006;0
2016;3543105;0
2016;3543204;1
2016;3543238;1
2016;3543253;0
2016;3543303;16
2016;3543402;380
2016;3543501;0
2016;3543600;0
2016;3543709;2
2016;3543808;0
2016;3543907;62
2016;3544004;3
2016;3544103;23
2016;3544202;1
2016;3544251;0
2016;3544301;1
2016;3544400;0
2016;3544509;1
2016;3544608;0
2016;3544707;0
2016;3544806;0
2016;3544905;1
2016;3545001;2
2016;3545100;0
2016;3545159;1
2016;3545209;28
2016;3545308;2
2016;3545407;2
2016;3545506;0
2016;3545605;0
2016;3545704;0
2016;3545803;47
2016;3546009;0
2016;3546108;0
2016;3546207;0
2016;3546256;0
2016;3546306;7
2016;3546405;25
2016;3546504;2
2016;3546603;1
2016;3546702;8
2016;3546801;21
2016;3546900;0
2016;3547007;0
2016;3547106;0
2016;3547205;0
2016;3547304;0
2016;3547403;0
2016;3547502;0
2016;3547601;1
2016;3547650;0
2016;3547700;1
2016;3547809;315
2016;3547908;0
2016;3548005;0
2016;3548054;0
2016;3548104;0
2016;3548203;0
2016;3548302;1
2016;3548401;0
2016;3548500;387
2016;3548609;0
2016;3548708;555
2016;3548807;11
2016;3548906;73
2016;3549003;0
2016;3549102;14
2016;3549201;0
2016;3549250;0
2016;3549300;0
2016;3549409;7
2016;3549508;0
2016;3549607;0
2016;3549706;17
2016;3549805;288
2016;3549904;354
2016;3549953;0
2016;3550001;0
2016;3550100;1
2016;3550209;0
2016;3550308;23288
2016;3550407;0
2016;3550506;1
2016;3550605;20
2016;3550704;21
2016;3550803;0
2016;3550902;2
2016;3551009;157
2016;3551108;3
2016;3551207;0
2016;3551306;0
2016;3551405;0
2016;3551504;0
2016;3551603;0
2016;3551702;45
2016;3551801;1
2016;3551900;2
2016;3552007;0
2016;3552106;0
2016;3552205;441
2016;3552304;0
2016;3552403;33
2016;3552502;393
2016;3552551;0
2016;3552601;1
2016;3552700;2
2016;3552809;34
2016;3552908;0
2016;3553005;1
2016;3553104;0
2016;3553203;1
2016;3553302;10
2016;3553401;0
2016;3553500;0
2016;3553609;0
2016;3553658;0
2016;3553708;6
2016;3553807;6
2016;3553856;2
2016;3553906;0
2016;3553955;0
2016;3554003;36
2016;3554102;124
2016;3554201;0
2016;3554300;0
2016;3554409;2
2016;3554508;0
2016;3554607;0
2016;3554656;0
2016;3554706;0
2016;3554755;0
2016;3554805;4
2016;3554904;0
2016;3554953;0
2016;3555000;1
2016;3555109;1
2016;3555208;0
2016;3555307;0
2016;3555356;1
2016;3555406;27
2016;3555505;0
2016;3555604;0
2016;3555703;0
2016;3555802;0
2016;3555901;0
2016;3556008;0
2016;3556107;0
2016;3556206;14
2016;3556305;0
2016;3556354;0
2016;3556404;10
2016;3556453;0
2016;3556503;1
2016;3556602;2
2016;3556701;33
2016;3556800;0
2016;3556909;0
2016;3556958;0
2016;3557006;4
2016;3557105;5
2016;3557154;0
2016;3557204;0
2016;3557303;1
2015;3500105;0
2015;3500204;0
2015;3500303;4
2015;3500402;0
2015;3500501;5
2015;3500550;0
2015;3500600;0
2015;3500709;3
2015;3500758;0
2015;3500808;0
2015;3500907;0
2015;3501004;2
2015;3501103;0
2015;3501152;0
2015;3501202;0
2015;3501301;0
2015;3501400;0
2015;3501509;0
2015;3501608;19
2015;3501707;0
2015;3501806;0
2015;3501905;73
2015;3502002;0
2015;3502101;2
2015;3502200;0
2015;3502309;0
2015;3502408;0
2015;3502507;0
2015;3502606;0
2015;3502705;2
2015;3502754;0
2015;3502804;83
2015;3502903;3
2015;3503000;0
2015;3503109;4
2015;3503158;1
2015;3503208;37
2015;3503307;13
2015;3503356;0
2015;3503406;1
2015;3503505;1
2015;3503604;0
2015;3503703;0
2015;3503802;8
2015;3503901;3
2015;3503950;0
2015;3504008;25
2015;3504107;47
2015;3504206;0
2015;3504305;0
2015;3504404;0
2015;3504503;19
2015;3504602;2
2015;3504701;0
2015;3504800;0
2015;3504909;0
2015;3505005;0
2015;3505104;0
2015;3505203;1
2015;3505302;0
2015;3505351;0
2015;3505401;0
2015;3505500;45
2015;3505609;1
2015;3505708;14
2015;3505807;0
2015;3505906;8
2015;3506003;247
2015;3506102;2
2015;3506201;0
2015;3506300;2
2015;3506359;26
2015;3506409;0
2015;3506508;52
2015;3506607;0
2015;3506706;0
2015;3506805;1
2015;3506904;0
2015;3507001;15
2015;3507100;2
2015;3507159;0
2015;3507209;0
2015;3507308;0
2015;3507407;2
2015;3507456;0
2015;3507506;18
2015;3507605;75
2015;3507704;0
2015;3507753;0
2015;3507803;0
2015;3507902;5
2015;3508009;0
2015;3508108;0
2015;3508207;0
2015;3508306;1
2015;3508405;1
2015;3508504;13
2015;3508603;0
2015;3508702;1
2015;3508801;1
2015;3508900;0
2015;3509007;0
2015;3509106;0
2015;3509205;2
2015;3509254;1
2015;3509304;0
2015;3509403;0
2015;3509452;0
2015;3509502;435
2015;3509601;0
2015;3509700;2
2015;3509809;0
2015;3509908;1
2015;3509957;0
2015;3510005;5
2015;3510104;0
2015;3510153;0
2015;3510203;0
2015;3510302;0
2015;3510401;38
2015;3510500;28
2015;3510609;5
2015;3510708;0
2015;3510807;1
2015;3510906;0
2015;3511003;0
2015;3511102;16
2015;3511201;0
2015;3511300;0
2015;3511409;0
2015;3511508;0
2015;3511607;1
2015;3511706;0
2015;3511904;0
2015;3512001;0
2015;3512100;0
2015;3512209;2
2015;3512308;3
2015;3512407;0
2015;3512506;0
2015;3512605;0
2015;3512704;0
2015;3512803;22
2015;3512902;0
2015;3513009;26
2015;3513108;7
2015;3513207;5
2015;3513306;0
2015;3513405;4
2015;3513504;68
2015;3513603;0
2015;3513702;19
2015;3513801;108
2015;3513850;0
2015;3513900;0
2015;3514007;0
2015;3514106;1
2015;3514205;0
2015;3514304;0
2015;3514403;14
2015;3514502;1
2015;3514601;0
2015;3514700;0
2015;3514809;1
2015;3514908;0
2015;3514924;0
2015;3514957;0
2015;3515004;93
2015;3515103;5
2015;3515129;0
2015;3515152;1
2015;3515186;2
2015;3515194;0
2015;3515202;0
2015;3515301;0
2015;3515350;0
2015;3515400;0
2015;3515509;18
2015;3515608;0
2015;3515657;0
2015;3515707;2
2015;3515806;0
2015;3515905;0
2015;3516002;0
2015;3516101;0
2015;3516200;141
2015;3516309;0
2015;3516408;11
2015;3516507;0
2015;3516606;1
2015;3516705;10
2015;3516804;0
2015;3516853;0
2015;3516903;0
2015;3517000;0
2015;3517109;0
2015;3517208;0
2015;3517307;0
2015;3517406;11
2015;3517505;0
2015;3517604;0
2015;3517703;0
2015;3517802;0
2015;3517901;0
2015;3518008;0
2015;3518107;0
2015;3518206;0
2015;3518305;3
2015;3518404;13
2015;3518503;0
2015;3518602;0
2015;3518701;159
2015;3518800;366
2015;3518859;0
2015;3518909;0
2015;3519006;0
2015;3519055;0
2015;3519071;1
2015;3519105;0
2015;3519204;0
2015;3519253;0
2015;3519303;1
2015;3519402;1
2015;3519501;0
2015;3519600;5
2015;3519709;2
2015;3519808;2
2015;3519907;0
2015;3520004;0
2015;3520103;0
2015;3520202;3
2015;3520301;1
2015;3520400;0
2015;3520426;2
2015;3520442;2
2015;3520509;83
2015;3520608;0
2015;3520707;0
2015;3520806;0
2015;3520905;1
2015;3521002;0
2015;3521101;0
2015;3521150;0
2015;3521200;0
2015;3521309;1
2015;3521408;0
2015;3521507;0
2015;3521606;0
2015;3521705;0
2015;3521804;7
2015;3521903;43
2015;3522000;0
2015;3522109;74
2015;3522158;0
2015;3522208;24
2015;3522307;13
2015;3522406;30
2015;3522505;21
2015;3522604;45
2015;3522653;0
2015;3522703;1
2015;3522802;1
2015;3522901;0
2015;3523008;1
2015;3523107;6
2015;3523206;4
2015;3523305;0
2015;3523404;21
2015;3523503;0
2015;3523602;5
2015;3523701;0
2015;3523800;0
2015;3523909;60
2015;3524006;4
2015;3524105;2
2015;3524204;0
2015;3524303;56
2015;3524402;95
2015;3524501;0
2015;3524600;3
2015;3524709;2
2015;3524808;16
2015;3524907;0
2015;3525003;11
2015;3525102;6
2015;3525201;0
2015;3525300;46
2015;3525409;0
2015;3525508;0
2015;3525607;0
2015;3525706;11
2015;3525805;0
2015;3525854;0
2015;3525904;103
2015;3526001;0
2015;3526100;0
2015;3526209;5
2015;3526308;0
2015;3526407;0
2015;3526506;0
2015;3526605;0
2015;3526704;3
2015;3526803;10
2015;3526902;96
2015;3527009;2
2015;3527108;35
2015;3527207;3
2015;3527256;0
2015;3527306;1
2015;3527405;0
2015;3527504;0
2015;3527603;0
2015;3527702;0
2015;3527801;0
2015;3527900;0
2015;3528007;0
2015;3528106;0
2015;3528205;0
2015;3528304;0
2015;3528403;0
2015;3528502;4
2015;3528601;1
2015;3528700;0
2015;3528809;0
2015;3528858;0
2015;3528908;0
2015;3529005;132
2015;3529104;0
2015;3529203;0
2015;3529302;2
2015;3529401;84
2015;3529500;0
2015;3529609;0
2015;3529658;0
2015;3529708;0
2015;3529807;0
2015;3529906;2
2015;3530003;0
2015;3530102;5
2015;3530201;0
2015;3530300;37
2015;3530409;0
2015;3530508;7
2015;3530607;109
2015;3530706;21
2015;3530805;15
2015;3530904;0
2015;3531001;0
2015;3531100;11
2015;3531209;0
2015;3531308;0
2015;3531407;10
2015;3531506;0
2015;3531605;0
2015;3531704;0
2015;3531803;5
2015;3531902;7
2015;3532009;0
2015;3532058;0
2015;3532108;0
2015;3532157;0
2015;3532207;1
2015;3532306;0
2015;3532405;0
2015;3532504;0
2015;3532603;0
2015;3532702;0
2015;3532801;0
2015;3532827;0
2015;3532843;0
2015;3532868;0
2015;3532900;0
2015;3533007;3
2015;3533106;0
2015;3533205;0
2015;3533254;0
2015;3533304;0
2015;3533403;0
2015;3533502;12
2015;3533601;0
2015;3533700;0
2015;3533809;0
