cod_ibge,localidade,ano,pib_setor_pc,renda_pc,setor,razao_pib_renda
3505351,Barra do Chapéu,2018,5883.340144665461,186.41828933092225,agropecuaria,31.55988699274883
3505401,Barra do Turvo,2018,432.82294783400545,160.38232210225055,agropecuaria,2.698694857143061
3505500,Barretos,2018,1610.2843673759826,663.9748306621036,agropecuaria,2.4252189887532882
3505609,Barrinha,2018,694.8068216958377,246.8370907291731,agropecuaria,2.814839616053375
3505708,Barueri,2018,1.2067589545746813,3812.3347386436703,agropecuaria,0.0003165406600691142
3505807,Bastos,2018,21277.9336978474,700.2565509088222,agropecuaria,30.38591166370669
3505906,Batatais,2018,2126.949320846202,663.2406124007837,agropecuaria,3.2069045246597887
3506003,Bauru,2018,128.75554396320956,916.6137908710276,agropecuaria,0.14046869602611745
3506102,Bebedouro,2018,1280.146166812757,794.4685116310417,agropecuaria,1.6113239833566473
3506201,Bento de Abreu,2018,11638.197962648557,839.9067572156197,agropecuaria,13.85653569597466
3506300,Bernardino de Campos,2018,2341.5449151756743,385.3672216556967,agropecuaria,6.076139286355052
3506359,Bertioga,2018,89.66060989097804,628.001974561542,agropecuaria,0.1427712228987452
3506409,Bilac,2018,7291.8270214943705,393.3621289662231,agropecuaria,18.537186181744758
3506508,Birigui,2018,431.51240841019046,548.7511945206834,agropecuaria,0.7863534744322566
3506607,Biritiba Mirim,2018,8685.482342754654,228.72089152081145,agropecuaria,37.97415393496907
3506706,Boa Esperança do Sul,2018,5917.750377177342,420.7901666438074,agropecuaria,14.06342364028347
3506805,Bocaina,2018,2783.7691800576845,637.2640263700041,agropecuaria,4.368313704940549
3506904,Bofete,2018,3049.888136511376,392.0656130371976,agropecuaria,7.779024824148542
3507001,Boituva,2018,355.83163443412695,1083.6147126998533,agropecuaria,0.3283746799151181
3507100,Bom Jesus dos Perdões,2018,329.85286731711335,518.620667737022,agropecuaria,0.6360195183821183
3507159,Bom Sucesso de Itararé,2018,1500.6182336182337,289.8535172235172,agropecuaria,5.177160684446859
3507209,Borá,2018,15435.975369458129,3663.9278694581285,agropecuaria,4.212958311251092
3507308,Boracéia,2018,3889.1000210128177,686.083410380332,agropecuaria,5.668552776778097
3507407,Borborema,2018,5323.524375122365,325.99165241793384,agropecuaria,16.330247525164854
3507456,Borebi,2018,7896.846839860411,484.9638115548662,agropecuaria,16.28337342232185
3507506,Botucatu,2018,1424.6482233322706,844.9212874907004,agropecuaria,1.6861312934406936
3507605,Bragança Paulista,2018,275.77829003537016,691.4580042688133,agropecuaria,0.3988359211012297
3507704,Braúna,2018,4059.6822766570604,224.44630043227667,agropecuaria,18.087543741368144
3507753,Brejo Alegre,2018,3492.0895953757226,531.963645231214,agropecuaria,6.564526780505672
3507803,Brodowski,2018,1783.8557407175374,393.74562711439665,agropecuaria,4.530477592324513
3507902,Brotas,2018,3771.4979035639412,710.8586431865829,agropecuaria,5.30555257323363
3508009,Buri,2018,6345.34175221059,394.4765133651794,agropecuaria,16.085474134011385
3508108,Buritama,2018,2734.5480838756325,557.5250295251868,agropecuaria,4.904798778638684
3508207,Buritizal,2018,7668.984908288832,1230.192841885303,agropecuaria,6.233969705543003
3508306,Cabrália Paulista,2018,4128.495589600743,359.2619939647168,agropecuaria,11.491601279722907
3508405,Cabreúva,2018,582.4388428080114,852.420255917459,agropecuaria,0.683276633520555
3508504,Caçapava,2018,176.61018231250753,714.0349295635682,agropecuaria,0.24734109635288437
3508603,Cachoeira Paulista,2018,391.840340045298,343.04353262387144,agropecuaria,1.1422466911070717
3508702,Caconde,2018,4981.973639545985,189.28319719953325,agropecuaria,26.320210738485297
3508801,Cafelândia,2018,5321.750985850151,451.9078514265832,agropecuaria,11.776186160630848
3508900,Caiabu,2018,3447.434803802096,172.63388252498171,agropecuaria,19.969630256697844
3509007,Caieiras,2018,17.897368107184032,514.5874092553572,agropecuaria,0.034780035005292365
3509106,Caiuá,2018,3752.4098214285714,191.80269107142857,agropecuaria,19.563906014390327
3509205,Cajamar,2018,4.8700323341105545,1610.8657530240766,agropecuaria,0.0030232391029283772
3509254,Cajati,2018,6407.7113341611475,517.8101490066225,agropecuaria,12.37463449964013
3509304,Cajobi,2018,2525.424443344879,256.14666600692726,agropecuaria,9.859290705257827
3509403,Cajuru,2018,2519.2940809726065,409.8971671277715,agropecuaria,6.1461612399660766
3509452,Campina do Monte Alegre,2018,3270.6006538196834,326.7028854094976,agropecuaria,10.010932868622298
3509502,Campinas,2018,81.22356254907481,1279.2220075695384,agropecuaria,0.0634945006171335
3509601,Campo Limpo Paulista,2018,76.0809009922503,508.0868841891794,agropecuaria,0.1497399428321448
3509700,Campos do Jordão,2018,74.64222435053274,516.9839786104792,agropecuaria,0.14438014994420517
3509809,Campos Novos Paulista,2018,11270.80610338385,290.3727029271331,agropecuaria,38.814964319191446
3509908,Cananéia,2018,2402.0486184263837,261.19992950328174,agropecuaria,9.196206993601827
3509957,Canas,2018,493.68621642969987,358.9942989731437,agropecuaria,1.3751923577667522
3510005,Cândido Mota,2018,3001.8346380625603,490.7275292314867,agropecuaria,6.117110737120539
3510104,Cândido Rodrigues,2018,12090.310022438294,483.645445026178,agropecuaria,24.998291923919368
3510153,Canitar,2018,1350.9803646563814,304.7649549188539,agropecuaria,4.432859956014597
3510203,Capão Bonito,2018,3164.9348744021718,327.1673706320824,agropecuaria,9.67374854126671
3510302,Capela do Alto,2018,1367.6392269496641,318.9961527601986,agropecuaria,4.287322010362207
3510401,Capivari,2018,970.0607217274253,667.8439215577806,agropecuaria,1.4525260924209782
3510500,Caraguatatuba,2018,113.60607548274852,520.5785674297624,agropecuaria,0.2182304124498489
3510609,Carapicuíba,2018,0.5775396732877511,196.5589627418284,agropecuaria,0.0029382515314059945
3510708,Cardoso,2018,5141.9796092483575,254.8595631772033,agropecuaria,20.175737355686945
3510807,Casa Branca,2018,6018.7849772588415,533.7743910800352,agropecuaria,11.275896854250492
3510906,Cássia dos Coqueiros,2018,39486.713426853705,316.4151142284569,agropecuaria,124.79401789367006
3511003,Castilho,2018,3079.8076514859126,330.80255162099576,agropecuaria,9.310108511540392
3511102,Catanduva,2018,384.7566848113578,750.0737271129465,agropecuaria,0.5129584878173195
3511201,Catiguá,2018,2470.3938105990173,208.42437641120998,agropecuaria,11.852710576065558
3511300,Cedral,2018,3115.5683567224987,1197.8734563150747,agropecuaria,2.6009160986893227
3511409,Cerqueira César,2018,3449.0848383906728,512.5359537812939,agropecuaria,6.729449539968165
3511508,Cerquilho,2018,1120.6302169744242,635.4271164163667,agropecuaria,1.763585764634139
3511607,Cesário Lange,2018,1862.8274002782932,453.9656452922078,agropecuaria,4.103454566653897
3511706,Charqueada,2018,1209.8660603555188,345.08775822358706,agropecuaria,3.505966327474387
3511904,Clementina,2018,1977.1983421432003,1162.6930538202787,agropecuaria,1.70053337434733
3512001,Colina,2018,3865.316707379424,640.4280031812759,agropecuaria,6.035521070563383
3512100,Colômbia,2018,20556.38802514059,1243.1577373470063,agropecuaria,16.535623282214768
3512209,Conchal,2018,1649.0397668963494,430.3164228119044,agropecuaria,3.832156244748208
3512308,Conchas,2018,3539.4164818489553,370.87547391152094,agropecuaria,9.543409394316937
3512407,Cordeirópolis,2018,1970.2353013631139,1198.8937760716044,agropecuaria,1.6433777042524582
3512506,Coroados,2018,6811.29530880864,345.56929632129595,agropecuaria,19.71036021231406
3512605,Coronel Macedo,2018,4840.089613875697,235.7245240553376,agropecuaria,20.53282166237171
3512704,Corumbataí,2018,6635.086320040384,719.2947450782433,agropecuaria,9.224433190205822
3512803,Cosmópolis,2018,318.3455991694958,349.35035380600993,agropecuaria,0.9112502555136077
3512902,Cosmorama,2018,10262.56852936973,687.8378633700157,agropecuaria,14.92004013720466
3513009,Cotia,2018,72.32652855018107,936.5247138111097,agropecuaria,0.07722863847965555
3513108,Cravinhos,2018,1450.5838271174625,797.8336208899732,agropecuaria,1.8181532955446962
3513207,Cristais Paulista,2018,7382.963679525223,360.79037270029676,agropecuaria,20.463305670459622
3513306,Cruzália,2018,8834.051015588097,400.38199811053374,agropecuaria,22.064056469265317
3513405,Cruzeiro,2018,86.15364019667948,628.0882472756391,agropecuaria,0.13716805014323186
3513504,Cubatão,2018,7.058624027256185,941.1782372527005,agropecuaria,0.007499773951276552
3513603,Cunha,2018,1011.3000322863337,197.26941976846086,agropecuaria,5.1264916451486355
3513702,Descalvado,2018,3142.7337650323775,733.1538711069996,agropecuaria,4.286595063989934
3513801,Diadema,2018,1.9156787654180585,689.7101035163928,agropecuaria,0.0027775129806729406
3513850,Dirce Reis,2018,3658.1013395457194,472.03527664531157,agropecuaria,7.749635505090493
3513900,Divinolândia,2018,4383.196950211281,439.66464541613084,agropecuaria,9.96940963052124
3514007,Dobrada,2018,2442.5183063791555,207.08004380053907,agropecuaria,11.795044377775996
3514106,Dois Córregos,2018,3231.6132285332937,357.9743307874833,agropecuaria,9.027499880855391
3514205,Dolcinópolis,2018,7324.657352941176,272.188431372549,agropecuaria,26.91024492115828
3514304,Dourado,2018,2252.373850506956,780.0019405800518,agropecuaria,2.887651598445984
3514403,Dracena,2018,919.9669074341593,509.58331792421404,agropecuaria,1.805331679972652
3514502,Duartina,2018,1140.210521920668,356.7835198329854,agropecuaria,3.1958049028004827
3514601,Dumont,2018,1986.7248693834902,492.7056039707419,agropecuaria,4.032275771520283
3514700,Echaporã,2018,6179.087502010616,269.01763069004346,agropecuaria,22.969080079104675
3514809,Eldorado,2018,9802.338212129167,227.7048326332371,agropecuaria,43.048441698722044
3514908,Elias Fausto,2018,3954.8634843768014,726.6827879626427,agropecuaria,5.442351944876549
3514924,Elisiário,2018,3609.628465275793,373.5119491283224,agropecuaria,9.664024065895902
3514957,Embaúba,2018,5664.316728933168,317.25231631382314,agropecuaria,17.854295895290097
3515004,Embu das Artes,2018,1.009919125521622,424.02598493297387,agropecuaria,0.0023817387646213727
3515103,Embu-Guaçu,2018,27.532673063641575,259.066570026303,agropecuaria,0.10627644107399185
3515129,Emilianópolis,2018,5749.091916558018,215.95759452411997,agropecuaria,26.621392636024712
3515152,Engenheiro Coelho,2018,1186.1301680058436,568.9693873873873,agropecuaria,2.084699448334744
3515186,Espírito Santo do Pinhal,2018,1638.913771639302,621.8584800225495,agropecuaria,2.6355092425206976
3515194,Espírito Santo do Turvo,2018,4402.571160658471,188.25106272140027,agropecuaria,23.386700170580173
3515202,Estrela d'Oeste,2018,5052.58042994811,891.3625957499382,agropecuaria,5.668378339004876
3515301,Estrela do Norte,2018,5548.520450281426,209.26973358348968,agropecuaria,26.513726353399324
3515350,Euclides da Cunha Paulista,2018,6889.59169550173,139.10199748348538,agropecuaria,49.529063709668755
3515400,Fartura,2018,3668.381871644081,414.4826725901304,agropecuaria,8.850507184582925
3515509,Fernandópolis,2018,1304.4740894240078,531.0490057780735,agropecuaria,2.4564100021479947
3515608,Fernando Prestes,2018,12928.71374730797,491.31700107681263,agropecuaria,26.314403366812645
3515657,Fernão,2018,13150.46513038205,424.5723529411765,agropecuaria,30.97343724640501
3515707,Ferraz de Vasconcelos,2018,9.096515175847117,257.9044815760709,agropecuaria,0.03527086896768031
3515806,Flora Rica,2018,8745.746381371931,307.0996161107615,agropecuaria,28.47853244537306
3515905,Floreal,2018,7029.9187675070025,326.7083088235294,agropecuaria,21.517416538384378
3516002,Flórida Paulista,2018,2961.259818481848,240.8254521452145,agropecuaria,12.296290911544716
3516101,Florínea,2018,11147.209396966333,382.2573066962634,agropecuaria,29.16153387180054
3516200,Franca,2018,244.78823529411764,542.7726369894045,agropecuaria,0.4509959025419628
3516309,Francisco Morato,2018,2.368198941531969,125.04941445961366,agropecuaria,0.018938105002457326
3516408,Franco da Rocha,2018,18.493754968758417,288.25180734686376,agropecuaria,0.06415833135264341
3516507,Gabriel Monteiro,2018,5824.348360655737,548.5541691505216,agropecuaria,10.617635756328658
3516606,Gália,2018,4853.7543806186195,377.10303367362485,agropecuaria,12.871162380569569
3516705,Garça,2018,2192.6839441659017,489.95045806557914,agropecuaria,4.47531767359306
3516804,Gastão Vidigal,2018,4172.220637583892,175.3506837248322,agropecuaria,23.793580663370093
3516853,Gavião Peixoto,2018,5878.257700650759,4794.64514967462,agropecuaria,1.2260047442822075
3516903,General Salgado,2018,3330.960837716003,292.5610058226897,agropecuaria,11.38552565592003
3517000,Getulina,2018,5601.077993915368,195.00101502719644,agropecuaria,28.723327379266184
3517109,Glicério,2018,4331.246157085702,367.91522425773843,agropecuaria,11.772402639287092
3517208,Guaiçara,2018,2644.7525738679165,261.49844647191765,agropecuaria,10.11383665773302
3517307,Guaimbê,2018,3129.326526924467,196.60568305023492,agropecuaria,15.916765366975124
3517406,Guaíra,2018,5267.004249763191,996.3105284042906,agropecuaria,5.286508673354002
3517505,Guapiaçu,2018,2601.9009017651574,557.8246560821182,agropecuaria,4.664370556940975
3517604,Guapiara,2018,6685.7332770745425,193.72117580872012,agropecuaria,34.51214483478059
3517703,Guará,2018,2509.1397906262005,282.7333629466001,agropecuaria,8.874579796584184
3517802,Guaraçaí,2018,13343.50392296719,310.2699940561103,agropecuaria,43.00610493631589
3517901,Guaraci,2018,8709.842321005648,537.5059500819822,agropecuaria,16.204178427563814
3518008,Guarani d'Oeste,2018,3157.2539021852235,296.9299791883455,agropecuaria,10.63299135646572
3518107,Guarantã,2018,9415.042766712984,358.25195924038906,agropecuaria,26.28050600665505
3518206,Guararapes,2018,5091.852537722908,460.8415790622272,agropecuaria,11.049030228748864
3518305,Guararema,2018,949.4364062659282,716.5395990349655,agropecuaria,1.325029918157528
3518404,Guaratinguetá,2018,220.0906333178419,743.6812780430095,agropecuaria,0.2959475245860813
3518503,Guareí,2018,2789.8185396825397,265.2289511111111,agropecuaria,10.518529474234562
3518602,Guariba,2018,1179.205555982676,448.63640039978475,agropecuaria,2.628421489945696
3518701,Guarujá,2018,109.3841152952703,429.9576334760829,agropecuaria,0.2544067293582659
3518800,Guarulhos,2018,24.102909474385303,792.7412327838523,agropecuaria,0.030404510926905663
3518859,Guatapará,2018,10521.863172043011,395.05650940860215,agropecuaria,26.633818001870655
3518909,Guzolândia,2018,2673.299197180341,212.2777990992755,agropecuaria,12.59339982100589
3519006,Herculândia,2018,6562.064686825054,297.3322019438445,agropecuaria,22.06980826134801
3519055,Holambra,2018,18923.056579038155,1569.3732181052922,agropecuaria,12.057716010907848
3519071,Hortolândia,2018,4.412923202529226,782.0255112303923,agropecuaria,0.0056429402099506904
3519105,Iacanga,2018,5783.252874579869,665.5685680169822,agropecuaria,8.689191696372758
3519204,Iacri,2018,11294.825733418367,269.4807174744898,agropecuaria,41.91329843289283
3519253,Iaras,2018,6019.105018856977,609.5093530606325,agropecuaria,9.87532839099552
3519303,Ibaté,2018,1048.095255915712,409.1862142322529,agropecuaria,2.561413897783018
3519402,Ibirá,2018,3064.3004395057633,354.2766813168588,agropecuaria,8.649455640477527
3519501,Ibirarema,2018,4434.170195765082,204.71464376082034,agropecuaria,21.660249185425997
3519600,Ibitinga,2018,1502.6329977265345,450.72288713013455,agropecuaria,3.333828923785466
3519709,Ibiúna,2018,3479.3627894805704,390.73785005887737,agropecuaria,8.904596237493479
3519808,Icém,2018,2231.628112549801,269.65791334661355,agropecuaria,8.275774609593249
3519907,Iepê,2018,5019.227622774903,317.19884484282284,agropecuaria,15.82359994174005
3520004,Igaraçu do Tietê,2018,494.91100062150406,191.06980981976383,agropecuaria,2.5902103586555807
3520103,Igarapava,2018,2276.0918997827266,445.1900746876697,agropecuaria,5.112629479396088
3520202,Igaratá,2018,174.14057130584192,336.5387811426117,agropecuaria,0.5174457776146996
3520301,Iguape,2018,2627.334566434753,193.24255828949603,agropecuaria,13.596045248473434
3520400,Ilhabela,2018,89.37535106065133,684.9197358828801,agropecuaria,0.13049025510331377
3520426,Ilha Comprida,2018,371.85887723387725,420.0420211732712,agropecuaria,0.8852897055280143
3520442,Ilha Solteira,2018,1975.453316762467,605.8493552897312,agropecuaria,3.260634511722406
3520509,Indaiatuba,2018,116.83096579211752,1026.9951175947429,agropecuaria,0.11376000118261476
3520608,Indiana,2018,2210.5269109947644,231.29278743455498,agropecuaria,9.557266940804368
3520707,Indiaporã,2018,6148.644265697976,267.3948702646601,agropecuaria,22.99462311903073
3520806,Inúbia Paulista,2018,1967.153134635149,572.9355498458376,agropecuaria,3.4334632144304185
3520905,Ipaussu,2018,2045.6471115400525,474.6980787260444,agropecuaria,4.309364632420657
3521002,Iperó,2018,364.48952026082907,419.01028644620396,agropecuaria,0.8698820340479285
3521101,Ipeúna,2018,2229.436402060494,595.3770770043587,agropecuaria,3.744578836118295
3521150,Ipiguá,2018,4548.1370674823165,392.05376792200343,agropecuaria,11.600799277070433
3521200,Iporanga,2018,1237.0744270478783,225.83486498751986,agropecuaria,5.477783189571911
3521309,Ipuã,2018,4298.627577075847,325.5800952020679,agropecuaria,13.202980281727443
3521408,Iracemápolis,2018,715.9242834192949,795.9323311067895,agropecuaria,0.8994788318546642
3521507,Irapuã,2018,7952.2010602534265,213.78234678044996,agropecuaria,37.197650694798355
3521606,Irapuru,2018,1899.4217343877829,217.23214616853014,agropecuaria,8.74374151288916
3521705,Itaberá,2018,8141.203815147042,330.0409078006131,agropecuaria,24.66725676341119
3521804,Itaí,2018,5471.2829064020825,476.71966273059945,agropecuaria,11.47693987502667
3521903,Itajobi,2018,14504.512316956343,522.9174716025728,agropecuaria,27.73767010022577
3522000,Itaju,2018,6831.878762999453,325.1593240284619,agropecuaria,21.01086531475703
3522109,Itanhaém,2018,391.31592697226523,313.5871099770143,agropecuaria,1.2478699363661614
3522158,Itaoca,2018,1154.3637790332705,233.73817325800374,agropecuaria,4.938704546813867
3522208,Itapecerica da Serra,2018,91.22141977019083,338.57973263608443,agropecuaria,0.2694237456565019
3522307,Itapetininga,2018,1533.2506587574148,474.39731670309084,agropecuaria,3.2319969038042102
3522406,Itapeva,2018,5867.898847240247,435.0276555462249,agropecuaria,13.488565088746961
3522505,Itapevi,2018,1.054569777127136,557.700180763438,agropecuaria,0.0018909260091749143
3522604,Itapira,2018,754.2956503496504,877.1184507692308,agropecuaria,0.8599701097247868
3522653,Itapirapuã Paulista,2018,618.1057416267943,201.47647846889953,agropecuaria,3.067880411271963
3522703,Itápolis,2018,4159.815610859729,505.78972826610186,agropecuaria,8.224397172160842
3522802,Itaporanga,2018,2242.9579248366013,289.39766271786493,agropecuaria,7.750435521047282
3522901,Itapuí,2018,1203.169968793091,608.7038754626606,agropecuaria,1.9766096739216448
3523008,Itapura,2018,6116.404190398698,213.99518714401955,agropecuaria,28.58197080050373
3523107,Itaquaquecetuba,2018,24.36314353637048,279.9848856819819,agropecuaria,0.0870159240097093
3523206,Itararé,2018,1526.2872618221877,303.4297103104982,agropecuaria,5.030118046978146
3523305,Itariri,2018,5829.107965728841,167.4099426884335,agropecuaria,34.81936539801217
3523404,Itatiba,2018,4295.222556735303,808.7629016418467,agropecuaria,5.310855070151825
3523503,Itatinga,2018,3794.946520681265,274.63158832116784,agropecuaria,13.818317637384327
3523602,Itirapina,2018,2773.7040554713903,593.0373336440974,agropecuaria,4.67711541603549
3523701,Itirapuã,2018,4405.968625577321,229.02738334129637,agropecuaria,19.237737257869952
3523800,Itobi,2018,2959.4021553423577,217.48282954396112,agropecuaria,13.60752093187272
3523909,Itu,2018,204.32625521287375,884.1722339961831,agropecuaria,0.2310932727319232
3524006,Itupeva,2018,470.6223059889451,1587.2904100813064,agropecuaria,0.2964941405806378
3524105,Ituverava,2018,3512.016125826169,389.36139343040304,agropecuaria,9.019939277708408
3524204,Jaborandi,2018,6906.440017972143,249.44592331885576,agropecuaria,27.68712322928583
3524303,Jaboticabal,2018,2246.863623502782,801.9795468937364,agropecuaria,2.8016470397598496
3524402,Jacareí,2018,100.33604597600298,678.1180863804865,agropecuaria,0.14796249796485333
3524501,Jaci,2018,3659.004448270914,819.5759176352418,agropecuaria,4.464509473177786
3524600,Jacupiranga,2018,7770.569039600511,367.86935373359654,agropecuaria,21.123175825153943
3524709,Jaguariúna,2018,223.23630761376896,2116.530878974621,agropecuaria,0.10547273835282692
3524808,Jales,2018,1404.314005163584,506.9137685698565,agropecuaria,2.770321289803473
3524907,Jambeiro,2018,714.1580302542645,1179.940640489218,agropecuaria,0.6052491165641738
3525003,Jandira,2018,4.056309312880756,445.2427114228619,agropecuaria,0.009110332878707909
3525102,Jardinópolis,2018,1627.1037232182407,510.6239516937496,agropecuaria,3.1865009814387006
3525201,Jarinu,2018,1126.7148558014756,843.2302136150234,agropecuaria,1.3361889050098446
3525300,Jaú,2018,536.454608318362,559.7018782414157,agropecuaria,0.9584649063603349
3525409,Jeriquara,2018,10621.749124482649,470.0609264565425,agropecuaria,22.596537016068357
3525508,Joanópolis,2018,1526.5456339807358,330.67931706931944,agropecuaria,4.616392847033521
3525607,João Ramalho,2018,13904.193430656935,188.5456318430657,agropecuaria,73.74444740374557
3525706,José Bonifácio,2018,3192.17281342931,569.7690289319363,agropecuaria,5.602573413674687
3525805,Júlio Mesquita,2018,1263.1053879310346,177.3823168103448,agropecuaria,7.12080781581815
3525854,Jumirim,2018,3654.3151845130064,856.7856200846944,agropecuaria,4.265145327896344
3525904,Jundiaí,2018,270.86816488786684,1330.8468654794897,agropecuaria,0.20353067803204838
3526001,Junqueirópolis,2018,2840.2546723149762,697.3167261400448,agropecuaria,4.073119955170209
3526100,Juquiá,2018,4494.979073719992,234.53547323135754,agropecuaria,19.165455066517463
3526209,Juquitiba,2018,21.84658399394757,313.9983105818887,agropecuaria,0.0695754825988152
3526308,Lagoinha,2018,1352.0838348205023,238.22178875285329,agropecuaria,5.675735380457753
3526407,Laranjal Paulista,2018,1135.7614787669756,668.1988664942157,agropecuaria,1.6997357159940758
3526506,Lavínia,2018,6516.109411764706,186.04863411764705,agropecuaria,35.0236885246052
3526605,Lavrinhas,2018,497.72191991070184,198.84060136737827,agropecuaria,2.50312017006582
3526704,Leme,2018,663.1769645951969,526.5894000495173,agropecuaria,1.2593815305299265
3526803,Lençóis Paulista,2018,1335.2631475815083,742.5719346426903,agropecuaria,1.798159996746993
3526902,Limeira,2018,254.24151198110025,786.2268394532568,agropecuaria,0.3233691591575532
3527009,Lindóia,2018,687.1859621859622,548.6084472934473,agropecuaria,1.2525982156785689
