cod_ibge,ano,industria_transf_pc1000,pct_meio_sm,tag_industry_poverty
3500105,2018,52.959225821679354,57.0,Mid-Industry & Low-Poverty
3500204,2018,2.3208587177255584,,
3500303,2018,60.52010784093462,,
3500402,2018,20.135949724252917,71.0,Mid-Industry & Low-Poverty
3500501,2018,40.38315010340699,,
3500550,2018,6.7442252571235874,,
3500600,2018,7.046764894298526,83.0,Low-Industry & Mid-Poverty
3500709,2018,55.87535285326839,,
3500758,2018,35.81934590759647,,
3500808,2018,113.82734912146678,,
3500907,2018,0.4955401387512388,,
3501004,2018,2.3789622580852567,,
3501103,2018,7.468259895444362,,
3501152,2018,242.37703093701313,,
3501202,2018,7.456503728251864,,
3501301,2018,34.21749548110471,86.0,Mid-Industry & High-Poverty
3501400,2018,0.7930214115781126,,
3501509,2018,10.3904282115869,,
3501608,2018,93.80273967908575,,
3501707,2018,104.56476902815396,,
3501806,2018,7.322175732217573,,
3501905,2018,155.37270782176654,,
3502002,2018,16.70103092783505,,
3502101,2018,72.82263531594533,78.0,High-Industry & Mid-Poverty
3502200,2018,32.8149871433819,,
3502309,2018,5.095923261390888,,
3502408,2018,10.598031794095382,,
3502507,2018,8.121201937886807,,
3502606,2018,52.516940948693126,,
3502705,2018,24.122273574961483,,
3502754,2018,173.069590085796,,
3502804,2018,39.65999716489298,,
3502903,2018,34.393331275084904,,
3503000,2018,2.911208151382824,,
3503109,2018,0.32441200324412,,
3503158,2018,0.0,,
3503208,2018,60.162201583354566,,
3503307,2018,91.22748117231434,,
3503356,2018,28.634361233480178,,
3503406,2018,42.09370424597365,,
3503505,2018,2.34192037470726,,
3503604,2018,7.6448374320714745,,
3503703,2018,185.4077253218884,,
3503802,2018,52.86167765971602,,
3503901,2018,98.21269388482796,,
3503950,2018,0.0,,
3504008,2018,14.47016699381541,,
3504107,2018,71.09293296849705,,
3504206,2018,62.05514477230323,,
3504305,2018,10.59001512859304,,
3504404,2018,71.98282978372131,88.0,High-Industry & High-Poverty
3504503,2018,40.485274966300345,,
3504602,2018,28.47694286239206,,
3504701,2018,21.32829373650108,,
3504800,2018,52.088221492257155,,
3504909,2018,20.467561731292836,,
3505005,2018,70.35175879396985,,
3505104,2018,22.515101592531575,,
3505203,2018,99.87350336834054,,
3505302,2018,142.00607206278283,,
3505351,2018,0.0,,
3505401,2018,1.170807857421621,,
3505500,2018,46.44720791542424,,
3505609,2018,6.8340651864679325,,
3505708,2018,87.01539392564015,,
3505807,2018,69.15915472144229,,
3505906,2018,87.06120686792202,,
3506003,2018,33.96252316562565,,
3506102,2018,35.72247319803115,,
3506201,2018,191.17147707979626,,
3506300,2018,67.11782701399834,,
3506359,2018,1.2008216147890662,,
3506409,2018,58.21392016376664,,
3506508,2018,112.4545656850382,,
3506607,2018,4.081885088750077,,
3506706,2018,12.755451927033329,,
3506805,2018,175.6901524515863,,
3506904,2018,1.7154207295052366,,
3507001,2018,159.1147106053201,,
3507100,2018,119.30344572063727,,
3507159,2018,3.108003108003108,,
3507209,2018,1100.9852216748768,,
3507308,2018,111.5780626181971,,
3507407,2018,37.329504666188086,,
3507456,2018,31.795269484296234,,
3507506,2018,67.12013320579587,,
3507605,2018,70.417124039517,80.0,High-Industry & Mid-Poverty
3507704,2018,11.527377521613833,,
3507753,2018,27.095375722543352,,
3507803,2018,50.11903270266884,,
3507902,2018,62.306079664570234,,
3508009,2018,21.08954162008334,,
3508108,2018,107.79705953241745,,
3508207,2018,262.1314139772463,,
3508306,2018,48.282265552460544,,
3508405,2018,137.32551082338662,,
3508504,2018,87.56043281405879,,
3508603,2018,6.949830908131923,,
3508702,2018,4.349209716770978,,
3508801,2018,95.91742055207608,,
3508900,2018,0.73117231294175,,
3509007,2018,56.94151791038842,,
3509106,2018,0.5357142857142857,,
