setor,n_validos,media_razao,perc_maior_3,qtd_maior_3
pib,1935.0,15.062832948867516,100.0,1935.0
servicos,1935.0,6.245763262567136,88.06201550387597,1704.0
industria,1935.0,3.0971639421290402,29.457364341085274,570.0
servicos_adm_publica,1935.0,2.2464202522273777,12.558139534883722,243.0
agropecuaria,1935.0,2.0410504075659848,22.635658914728683,438.0
impostos_liq_sub,1935.0,1.4324350861763695,8.940568475452196,173.0
